Event_ID,Session_ID,User_ID,Product_ID,Date,Event_Type,Page,Event_Time
E00021517,S0003009,U000111,P000249,2025-04-27,Remove From Cart,Cart,02:33:05
E00021518,S0006918,U002000,P000453,2025-10-16,Product View,Checkout,07:40:26
E00021519,S0001532,U001122,P000147,2024-10-29,Landing,Product,22:14:22
E00021520,S0002741,U001878,P000632,2024-06-01,Landing,Home,19:45:06
E00021521,S0006657,U001382,P000568,2024-05-12,Add To Cart,Home,15:05:12
E00021522,S0007909,U001023,P000947,2024-03-19,Page View,Cart,14:40:47
E00021523,S0006511,U001657,P000115,2025-02-02,Add To Cart,Checkout,15:59:12
E00021524,S0002014,U000933,P000452,2025-04-19,Wishlist,Search,10:18:31
E00021525,S0005719,U001514,P000252,2024-03-22,Purchase,Product,06:12:12
E00021526,S0000746,U001950,P000988,2025-06-12,Purchase,Cart,19:02:47
E00021527,S0009094,U001166,P000740,2024-05-22,Product View,Checkout,19:44:47
E00021528,S0006548,U001174,P000881,2025-02-06,Remove From Cart,Checkout,16:49:38
E00021529,S0009870,U000248,P000182,2025-03-06,Search,Home,06:13:34
E00021530,S0008745,U000506,P000930,2024-12-27,Landing,Product,20:31:00
E00021531,S0009834,U001643,P000452,2025-08-11,Begin Checkout,Category,20:11:31
E00021532,S0000486,U001303,P000757,2024-02-25,Landing,Search,01:30:15
E00021533,S0005495,U000640,P000393,2024-10-12,Landing,Profile,16:06:30
E00021534,S0004650,U001006,P000134,2024-06-03,Page View,Product,22:48:35
E00021535,S0000858,U000505,P000475,2024-04-28,Category View,Profile,04:40:44
E00021536,S0003352,U000518,P000093,2025-12-03,Landing,Home,11:28:37
E00021537,S0005375,U001982,P000600,2025-04-21,Landing,Category,10:45:32
E00021538,S0009044,U000766,P000687,2025-08-18,Search,Category,23:27:34
E00021539,S0003042,U001901,P000206,2024-03-25,Add To Cart,Category,18:38:38
E00021540,S0000402,U000322,P000722,2024-05-12,Category View,Product,09:49:24
E00021541,S0009507,U001147,P000503,2025-07-05,Landing,Product,20:56:27
E00021542,S0008579,U001132,P000347,2025-09-20,Remove From Cart,Category,05:47:20
E00021543,S0000704,U001470,P000328,2024-06-06,Page View,Home,17:56:00
E00021544,S0008796,U001031,P000239,2024-05-30,Remove From Cart,Profile,03:25:49
E00021545,S0007537,U001757,P000039,2025-03-03,Begin Checkout,Checkout,11:13:18
E00021546,S0006960,U000877,P000617,2025-06-06,Purchase,Category,21:53:27
E00021547,S0005911,U001092,P000566,2025-09-16,Wishlist,Category,04:23:43
E00021548,S0003766,U000362,P000044,2025-10-15,Wishlist,Checkout,16:14:27
E00021549,S0000266,U001204,P000436,2025-09-21,Category View,Profile,05:12:18
E00021550,S0006339,U000298,P000347,2024-09-13,Begin Checkout,Search,13:07:33
E00021551,S0000984,U000562,P000599,2025-03-29,Begin Checkout,Checkout,00:55:50
E00021552,S0009074,U000648,P000283,2025-05-19,Search,Cart,09:53:46
E00021553,S0008960,U000471,P000836,2025-03-07,Product View,Search,05:27:01
E00021554,S0004161,U000714,P000686,2025-09-16,Category View,Cart,02:26:05
E00021555,S0004254,U001925,P000180,2024-08-16,Purchase,Product,04:08:35
E00021556,S0000559,U001799,P000335,2024-04-26,Search,Category,05:16:29
E00021557,S0001556,U001443,P000359,2025-02-12,Page View,Profile,14:19:49
E00021558,S0009509,U001254,P000572,2025-11-01,Search,Profile,06:22:56
E00021559,S0004296,U000459,P000208,2025-05-10,Payment,Profile,22:34:29
E00021560,S0002146,U001205,P000679,2024-08-28,Category View,Checkout,03:51:29
E00021561,S0006078,U000246,P000155,2025-03-11,Search,Product,00:03:40
E00021562,S0004108,U000200,P000867,2024-08-16,Remove From Cart,Product,13:06:29
E00021563,S0005626,U000644,P000140,2024-12-07,Search,Search,03:21:10
E00021564,S0000467,U000052,P000937,2025-06-05,Search,Profile,22:46:02
E00021565,S0008840,U000209,P000808,2024-03-20,Remove From Cart,Product,20:34:33
E00021566,S0003742,U001059,P000190,2025-04-08,Remove From Cart,Cart,13:07:06
E00021567,S0001241,U000082,P000055,2025-04-10,Begin Checkout,Home,16:33:06
E00021568,S0008176,U000119,P000474,2024-01-01,Landing,Cart,07:18:01
E00021569,S0005537,U000731,P000570,2025-06-13,Page View,Checkout,07:42:33
E00021570,S0000967,U001007,P000757,2025-05-14,Category View,Profile,21:19:57
E00021571,S0007014,U001807,P000667,2024-06-04,Add To Cart,Home,00:22:00
E00021572,S0008405,U001869,P000478,2024-04-07,Landing,Home,07:41:14
E00021573,S0007206,U001945,P000489,2025-01-25,Product View,Profile,14:54:22
E00021574,S0007864,U001557,P000543,2024-07-05,Wishlist,Cart,18:21:34
E00021575,S0004528,U000357,P000823,2025-04-03,Landing,Cart,11:25:34
E00021576,S0000098,U000082,P000667,2024-03-04,Search,Cart,11:05:31
E00021577,S0001978,U001276,P000822,2024-01-02,Page View,Profile,13:39:11
E00021578,S0005568,U000238,P000929,2025-06-23,Purchase,Checkout,02:38:08
E00021579,S0007845,U000802,P000756,2025-09-18,Begin Checkout,Home,07:40:50
E00021580,S0008411,U000917,P000992,2024-01-30,Product View,Home,12:25:02
E00021581,S0003624,U000805,P000557,2025-09-18,Wishlist,Profile,07:18:06
E00021582,S0004251,U001724,P000533,2024-09-14,Landing,Product,02:36:57
E00021583,S0006789,U000703,P000717,2025-12-01,Search,Home,23:50:50
E00021584,S0007666,U001416,P000890,2024-05-22,Begin Checkout,Product,18:31:45
E00021585,S0007610,U001549,P000763,2024-06-22,Wishlist,Category,14:09:19
E00021586,S0008580,U001325,P000871,2024-11-22,Search,Profile,08:24:18
E00021587,S0008693,U000314,P000193,2025-06-10,Purchase,Cart,08:43:51
E00021588,S0009677,U001214,P000166,2024-09-11,Add To Cart,Profile,10:03:45
E00021589,S0002041,U000613,P000085,2024-02-23,Remove From Cart,Home,05:00:49
E00021590,S0001374,U001084,P000477,2024-12-09,Remove From Cart,Search,11:31:48
E00021591,S0004437,U001143,P000932,2025-12-19,Category View,Cart,04:38:06
E00021592,S0000770,U000772,P000249,2024-03-24,Begin Checkout,Category,17:09:28
E00021593,S0005450,U001544,P000107,2024-08-02,Landing,Cart,06:49:27
E00021594,S0000584,U001734,P000475,2024-12-08,Landing,Profile,12:58:50
E00021595,S0007368,U001924,P000423,2025-12-20,Category View,Home,05:49:36
E00021596,S0002468,U001610,P000811,2024-06-13,Payment,Home,14:56:52
E00021597,S0009382,U001035,P000624,2024-08-19,Add To Cart,Cart,19:37:33
E00021598,S0005254,U001636,P000393,2024-07-26,Wishlist,Search,04:04:58
E00021599,S0001271,U001203,P000557,2025-11-25,Wishlist,Home,20:48:07
E00021600,S0003787,U001530,P000656,2025-08-31,Purchase,Checkout,06:38:04
E00021601,S0007327,U001628,P000199,2024-02-17,Product View,Cart,12:56:52
E00021602,S0004126,U001569,P000635,2024-10-29,Page View,Profile,04:28:44
E00021603,S0005685,U000911,P000522,2025-05-20,Product View,Search,11:00:17
E00021604,S0004185,U000157,P000099,2025-11-17,Page View,Checkout,06:38:40
E00021605,S0002959,U000637,P000602,2025-12-04,Begin Checkout,Category,20:53:40
E00021606,S0001921,U000332,P000196,2024-07-23,Purchase,Profile,03:20:38
E00021607,S0003325,U000463,P000071,2025-01-19,Landing,Search,14:18:50
E00021608,S0000802,U000457,P000478,2024-12-13,Purchase,Profile,14:00:09
E00021609,S0000710,U001903,P000050,2024-05-02,Wishlist,Category,02:19:13
E00021610,S0002747,U001232,P000340,2025-12-23,Add To Cart,Profile,22:37:37
E00021611,S0003321,U000664,P000796,2024-02-17,Search,Product,07:50:26
E00021612,S0008748,U000992,P000859,2025-10-28,Purchase,Product,17:26:15
E00021613,S0003612,U001730,P000936,2024-10-18,Landing,Search,16:30:04
E00021614,S0004181,U000556,P000329,2024-05-23,Landing,Search,02:07:39
E00021615,S0002900,U000110,P000570,2025-10-22,Category View,Category,07:51:09
E00021616,S0005428,U000046,P000021,2024-03-25,Category View,Home,16:28:04
E00021617,S0009850,U001088,P000152,2024-11-12,Purchase,Cart,14:16:01
E00021618,S0008003,U001682,P000479,2025-04-09,Remove From Cart,Product,20:41:35
E00021619,S0002812,U000507,P000760,2025-03-25,Remove From Cart,Category,07:23:28
E00021620,S0002002,U000124,P000039,2024-01-22,Product View,Profile,00:02:11
E00021621,S0007764,U001957,P000101,2024-02-16,Product View,Product,23:47:48
E00021622,S0000605,U000283,P000300,2024-01-15,Page View,Category,19:41:29
E00021623,S0006702,U000988,P000967,2024-07-16,Begin Checkout,Product,00:16:21
E00021624,S0007690,U000761,P000477,2024-01-24,Remove From Cart,Search,02:40:30
E00021625,S0006793,U001400,P000672,2025-10-14,Product View,Product,14:05:11
E00021626,S0006982,U000318,P000865,2024-12-18,Wishlist,Cart,07:21:47
E00021627,S0003195,U001525,P000582,2025-08-22,Page View,Cart,00:03:05
E00021628,S0006560,U000300,P000782,2025-07-08,Search,Checkout,22:40:24
E00021629,S0004678,U001664,P000102,2025-03-15,Search,Profile,07:25:10
E00021630,S0005753,U001539,P000033,2025-05-16,Category View,Category,05:03:22
E00021631,S0001057,U001898,P000451,2025-11-08,Page View,Category,21:20:15
E00021632,S0008164,U001428,P000528,2024-08-08,Product View,Checkout,08:45:58
E00021633,S0002937,U000232,P000578,2024-08-02,Wishlist,Category,17:34:37
E00021634,S0001785,U001987,P000278,2024-10-27,Search,Category,00:21:01
E00021635,S0005403,U000561,P000814,2025-05-23,Begin Checkout,Home,21:29:15
E00021636,S0008897,U000092,P000570,2024-10-04,Purchase,Search,07:52:27
E00021637,S0008794,U000958,P000771,2025-03-13,Begin Checkout,Search,19:15:21
E00021638,S0005964,U000063,P000705,2024-12-20,Remove From Cart,Cart,10:14:25
E00021639,S0009384,U001631,P000955,2024-04-04,Begin Checkout,Category,04:58:12
E00021640,S0001857,U000927,P000213,2024-08-22,Page View,Category,18:23:02
E00021641,S0008078,U001484,P000251,2024-09-23,Page View,Cart,09:46:16
E00021642,S0009323,U001804,P000445,2025-01-19,Page View,Profile,17:10:17
E00021643,S0002847,U000019,P000468,2024-02-03,Remove From Cart,Profile,10:07:48
E00021644,S0007033,U000555,P000846,2024-04-18,Purchase,Cart,17:12:31
E00021645,S0000144,U001605,P000853,2025-07-21,Wishlist,Checkout,18:37:25
E00021646,S0006640,U001636,P000628,2024-04-26,Page View,Category,00:50:52
E00021647,S0004365,U001059,P000453,2025-12-07,Category View,Category,05:55:20
E00021648,S0005123,U001921,P000291,2024-11-14,Begin Checkout,Home,05:53:11
E00021649,S0009581,U000496,P000541,2024-06-24,Wishlist,Profile,12:59:22
E00021650,S0007627,U001249,P000712,2025-09-28,Search,Search,06:41:38
E00021651,S0008216,U001004,P000245,2024-09-29,Purchase,Product,00:00:56
E00021652,S0007473,U000394,P000493,2025-02-28,Wishlist,Home,21:10:28
E00021653,S0000220,U001357,P000488,2024-01-07,Page View,Home,11:46:29
E00021654,S0002557,U001731,P000555,2025-04-13,Add To Cart,Profile,12:13:33
E00021655,S0005440,U001794,P000273,2025-07-21,Page View,Category,18:43:19
E00021656,S0008717,U001755,P000876,2024-09-26,Category View,Home,11:22:29
E00021657,S0001410,U000171,P000793,2025-01-11,Begin Checkout,Profile,05:53:38
E00021658,S0002118,U001688,P000711,2024-04-10,Category View,Home,10:57:52
E00021659,S0004463,U001678,P000705,2025-02-01,Product View,Search,10:18:08
E00021660,S0008381,U000903,P000764,2024-10-16,Purchase,Product,12:27:46
E00021661,S0002821,U001504,P000560,2024-05-31,Purchase,Checkout,21:48:31
E00021662,S0007200,U001738,P000721,2024-04-19,Add To Cart,Category,18:27:44
E00021663,S0000181,U000472,P000001,2025-04-18,Purchase,Cart,21:24:48
E00021664,S0001832,U000643,P000616,2025-04-01,Page View,Product,22:37:11
E00021665,S0007315,U001264,P000793,2025-07-13,Begin Checkout,Checkout,12:07:19
E00021666,S0008622,U000931,P000019,2025-04-30,Wishlist,Cart,22:51:56
E00021667,S0007002,U001479,P000722,2024-11-07,Landing,Home,13:10:13
E00021668,S0004676,U001476,P000569,2024-04-02,Begin Checkout,Checkout,04:32:26
E00021669,S0001416,U001949,P000286,2025-06-29,Add To Cart,Checkout,09:26:40
E00021670,S0004587,U001218,P000812,2024-11-14,Category View,Home,23:38:17
E00021671,S0002741,U001878,P000659,2024-06-01,Wishlist,Cart,12:11:19
E00021672,S0002203,U000721,P000261,2024-09-16,Purchase,Cart,23:26:41
E00021673,S0001518,U000214,P000848,2025-04-02,Category View,Category,21:57:37
E00021674,S0003888,U000766,P000194,2025-11-11,Page View,Category,22:00:32
E00021675,S0008158,U001400,P000972,2024-05-04,Payment,Home,13:20:17
E00021676,S0006730,U001187,P000547,2025-12-24,Begin Checkout,Search,11:24:20
E00021677,S0002163,U000072,P000275,2024-08-13,Product View,Home,22:12:34
E00021678,S0009422,U001166,P000246,2025-07-04,Page View,Profile,13:23:40
E00021679,S0003899,U001119,P000697,2025-10-01,Category View,Profile,00:02:51
E00021680,S0006138,U001788,P000503,2025-06-04,Payment,Cart,07:15:21
E00021681,S0009062,U000306,P000810,2025-12-03,Search,Checkout,12:22:16
E00021682,S0007894,U000961,P000217,2025-12-02,Payment,Category,01:17:26
E00021683,S0009145,U001359,P000800,2024-05-21,Category View,Profile,03:09:12
E00021684,S0008067,U000426,P000181,2025-03-04,Purchase,Product,09:21:09
E00021685,S0003467,U000568,P000763,2025-10-28,Remove From Cart,Home,15:43:05
E00021686,S0003691,U000020,P000760,2025-07-29,Search,Home,16:19:21
E00021687,S0007027,U001423,P000930,2025-12-21,Landing,Category,12:07:02
E00021688,S0002407,U000727,P000994,2024-05-13,Begin Checkout,Checkout,05:42:15
E00021689,S0001874,U000736,P000318,2025-08-13,Product View,Home,09:01:57
E00021690,S0006942,U001181,P000454,2024-10-11,Category View,Profile,07:32:26
E00021691,S0000119,U001753,P000916,2024-04-17,Page View,Category,12:31:20
E00021692,S0000568,U000856,P000910,2024-12-17,Remove From Cart,Cart,12:29:15
E00021693,S0003749,U001170,P000943,2025-09-25,Add To Cart,Profile,11:17:55
E00021694,S0008450,U001131,P000796,2025-11-17,Add To Cart,Product,02:58:11
E00021695,S0009084,U000205,P000849,2025-11-16,Page View,Category,17:53:38
E00021696,S0002680,U001163,P000807,2025-06-20,Begin Checkout,Category,00:10:39
E00021697,S0008889,U000084,P000185,2025-02-05,Payment,Search,06:59:37
E00021698,S0003767,U001685,P000989,2025-01-24,Category View,Profile,22:12:20
E00021699,S0003422,U000556,P000262,2025-09-19,Purchase,Category,19:35:51
E00021700,S0009479,U000114,P000021,2025-03-20,Search,Checkout,19:58:30
E00021701,S0002737,U000584,P000697,2025-02-01,Remove From Cart,Profile,20:23:02
E00021702,S0000724,U000796,P000452,2025-03-05,Begin Checkout,Category,18:31:36
E00021703,S0007904,U001736,P000323,2024-10-20,Payment,Cart,01:50:30
E00021704,S0008609,U001172,P000398,2025-09-19,Product View,Search,10:32:21
E00021705,S0001148,U001366,P000920,2024-04-07,Begin Checkout,Profile,02:39:27
E00021706,S0004151,U000206,P000431,2025-10-26,Add To Cart,Profile,03:35:47
E00021707,S0005079,U000522,P000997,2024-04-26,Purchase,Category,10:45:53
E00021708,S0008225,U000713,P000803,2024-01-12,Landing,Profile,12:09:22
E00021709,S0007410,U000013,P000334,2025-01-30,Begin Checkout,Home,15:41:07
E00021710,S0001053,U000665,P000459,2024-11-02,Purchase,Profile,18:38:42
E00021711,S0006741,U001830,P000604,2024-04-17,Payment,Profile,18:30:43
E00021712,S0000534,U000174,P000512,2024-02-03,Search,Profile,19:03:51
E00021713,S0004722,U000991,P000487,2025-09-13,Remove From Cart,Cart,19:50:19
E00021714,S0006999,U000891,P000273,2025-12-08,Search,Cart,09:16:05
E00021715,S0009890,U001977,P000225,2024-11-19,Landing,Search,10:25:48
E00021716,S0009512,U000885,P000379,2024-04-28,Landing,Cart,02:44:09
E00021717,S0003259,U001335,P000652,2025-02-03,Landing,Cart,05:14:14
E00021718,S0006513,U000331,P000169,2024-09-12,Category View,Checkout,03:03:39
E00021719,S0008841,U001992,P000132,2024-03-09,Wishlist,Profile,12:10:52
E00021720,S0000885,U001842,P000227,2024-11-17,Wishlist,Checkout,17:04:58
E00021721,S0001622,U001520,P000802,2025-10-22,Search,Category,11:48:52
E00021722,S0005684,U001110,P000269,2025-01-03,Begin Checkout,Checkout,19:31:50
E00021723,S0004759,U000754,P000564,2025-01-18,Begin Checkout,Checkout,19:37:15
E00021724,S0005206,U000895,P000227,2024-09-06,Category View,Profile,07:08:01
E00021725,S0000456,U000771,P000933,2025-10-04,Purchase,Cart,11:40:07
E00021726,S0000424,U000650,P000765,2025-07-16,Remove From Cart,Home,22:36:49
E00021727,S0009614,U000364,P000101,2025-01-30,Product View,Profile,14:40:24
E00021728,S0003604,U001797,P000802,2024-10-28,Product View,Product,08:57:35
E00021729,S0005272,U001401,P000174,2025-07-19,Purchase,Product,04:32:24
E00021730,S0008418,U000979,P000326,2024-04-21,Payment,Cart,14:43:36
E00021731,S0000837,U000085,P000811,2024-05-18,Payment,Checkout,05:52:32
E00021732,S0005259,U000743,P000382,2025-02-12,Landing,Product,05:59:15
E00021733,S0006664,U001170,P000223,2024-02-29,Begin Checkout,Cart,08:09:58
E00021734,S0000926,U000524,P000878,2024-08-12,Wishlist,Checkout,18:12:25
E00021735,S0008787,U000090,P000970,2024-06-28,Search,Home,17:51:49
E00021736,S0006160,U001941,P000550,2025-07-11,Begin Checkout,Category,06:49:46
E00021737,S0004490,U000011,P000166,2025-03-29,Remove From Cart,Checkout,13:43:47
E00021738,S0008141,U001481,P000830,2024-10-10,Search,Search,07:59:08
E00021739,S0001175,U001049,P000773,2025-04-21,Page View,Home,07:22:27
E00021740,S0002108,U001156,P000977,2024-12-16,Add To Cart,Home,19:24:26
E00021741,S0001175,U001049,P000366,2025-04-21,Wishlist,Cart,08:30:09
E00021742,S0009590,U000402,P000973,2024-03-22,Landing,Profile,01:57:58
E00021743,S0003816,U000921,P000823,2024-07-20,Purchase,Profile,00:30:10
E00021744,S0005005,U001596,P000704,2025-10-13,Purchase,Checkout,21:27:08
E00021745,S0002283,U000439,P000466,2024-04-19,Landing,Cart,21:47:41
E00021746,S0000138,U001590,P000518,2025-10-22,Begin Checkout,Product,02:47:48
E00021747,S0009524,U001361,P000012,2025-04-10,Begin Checkout,Category,01:41:26
E00021748,S0005640,U000664,P000951,2025-04-17,Payment,Profile,21:17:18
E00021749,S0006680,U000857,P000431,2025-04-24,Add To Cart,Home,00:14:38
E00021750,S0005004,U001460,P000817,2024-03-21,Wishlist,Search,04:16:02
E00021751,S0007591,U000761,P000806,2024-12-19,Remove From Cart,Search,17:14:13
E00021752,S0000619,U001167,P000872,2025-10-19,Wishlist,Category,12:29:58
E00021753,S0008189,U000789,P000325,2025-07-05,Search,Product,17:05:17
E00021754,S0008003,U001682,P000908,2025-04-09,Payment,Home,12:12:09
E00021755,S0003655,U000849,P000684,2025-08-29,Category View,Product,10:12:49
E00021756,S0009059,U000729,P000108,2024-04-23,Begin Checkout,Cart,05:54:27
E00021757,S0006053,U000773,P000629,2025-04-08,Payment,Category,16:13:09
E00021758,S0000887,U000740,P000719,2024-12-15,Purchase,Checkout,14:22:55
E00021759,S0000489,U000679,P000740,2024-08-13,Payment,Profile,07:35:23
E00021760,S0006632,U000525,P000703,2025-11-17,Purchase,Category,01:14:30
E00021761,S0001962,U000387,P000877,2024-04-22,Search,Category,02:59:58
E00021762,S0002019,U001364,P000429,2024-12-22,Landing,Profile,14:11:20
E00021763,S0006816,U001065,P000274,2024-11-23,Remove From Cart,Search,15:55:01
E00021764,S0002542,U001863,P000855,2024-02-08,Landing,Profile,20:09:07
E00021765,S0002963,U001414,P000231,2024-09-25,Begin Checkout,Cart,17:57:18
E00021766,S0004151,U000206,P000911,2025-10-26,Begin Checkout,Home,09:42:48
E00021767,S0001242,U001403,P000587,2025-08-25,Category View,Search,23:28:02
E00021768,S0008562,U000007,P000267,2025-01-29,Search,Profile,04:17:19
E00021769,S0002312,U000316,P000553,2025-11-25,Remove From Cart,Cart,21:53:56
E00021770,S0004979,U000243,P000434,2024-12-29,Category View,Product,05:13:34
E00021771,S0008591,U001026,P000929,2024-05-29,Search,Cart,10:47:43
E00021772,S0006065,U000006,P000433,2024-02-19,Landing,Home,05:53:21
E00021773,S0001673,U000194,P000765,2025-09-30,Category View,Category,02:45:54
E00021774,S0007393,U001681,P000706,2025-08-12,Category View,Checkout,06:06:27
E00021775,S0001525,U001397,P000777,2024-01-27,Page View,Profile,01:43:39
E00021776,S0008763,U001033,P000833,2024-12-14,Remove From Cart,Product,04:56:03
E00021777,S0005272,U001401,P000351,2025-07-19,Product View,Profile,03:41:25
E00021778,S0002339,U001349,P000499,2025-02-16,Purchase,Home,10:48:01
E00021779,S0001431,U000403,P000920,2025-09-09,Begin Checkout,Search,04:29:39
E00021780,S0001922,U000615,P000742,2025-10-09,Payment,Search,12:42:39
E00021781,S0000766,U000489,P000064,2025-08-09,Begin Checkout,Cart,04:20:52
E00021782,S0008372,U000453,P000507,2024-04-15,Remove From Cart,Profile,11:41:10
E00021783,S0003704,U001132,P000759,2024-04-26,Search,Category,16:27:59
E00021784,S0005887,U000238,P000836,2025-06-06,Wishlist,Cart,12:48:33
E00021785,S0001046,U001146,P000193,2025-06-22,Begin Checkout,Category,13:16:57
E00021786,S0000903,U000428,P000301,2025-07-02,Category View,Category,21:14:01
E00021787,S0005908,U000767,P000889,2025-04-04,Purchase,Product,05:45:26
E00021788,S0009714,U001587,P000227,2025-09-07,Purchase,Profile,05:45:35
E00021789,S0009085,U001100,P000159,2025-04-06,Search,Category,16:24:20
E00021790,S0000308,U000369,P000882,2024-08-20,Remove From Cart,Home,18:23:48
E00021791,S0006648,U001045,P000090,2025-03-16,Payment,Checkout,21:08:39
E00021792,S0003803,U001034,P000088,2024-06-04,Landing,Home,15:29:49
E00021793,S0000722,U000537,P001000,2025-06-24,Page View,Checkout,14:46:44
E00021794,S0009644,U001789,P000518,2024-02-18,Remove From Cart,Category,05:10:00
E00021795,S0001472,U000576,P000278,2025-11-13,Landing,Home,07:35:53
E00021796,S0000749,U001028,P000686,2025-03-18,Begin Checkout,Product,23:28:21
E00021797,S0000674,U000746,P000072,2025-03-30,Payment,Search,03:14:14
E00021798,S0009133,U001159,P000553,2025-08-24,Search,Home,06:48:03
E00021799,S0007927,U001531,P000308,2024-09-02,Begin Checkout,Profile,02:55:11
E00021800,S0008156,U000339,P000527,2024-06-17,Page View,Checkout,22:13:30
E00021801,S0003972,U000907,P000708,2025-12-08,Category View,Search,11:38:17
E00021802,S0007446,U000034,P000157,2024-09-23,Begin Checkout,Category,20:20:06
E00021803,S0008089,U000770,P000082,2025-11-29,Begin Checkout,Home,06:16:17
E00021804,S0004049,U000347,P000812,2025-02-19,Page View,Home,15:57:39
E00021805,S0004534,U001188,P000244,2025-08-06,Add To Cart,Profile,17:09:27
E00021806,S0005489,U001546,P000239,2024-11-25,Purchase,Search,12:59:31
E00021807,S0009577,U000495,P000009,2025-09-10,Category View,Checkout,06:47:10
E00021808,S0003812,U001739,P000500,2025-02-03,Landing,Cart,11:06:09
E00021809,S0005627,U000333,P000916,2025-10-11,Payment,Category,19:50:28
E00021810,S0008217,U001751,P000261,2024-08-13,Purchase,Search,23:12:08
E00021811,S0005495,U000640,P000027,2024-10-12,Begin Checkout,Profile,20:17:03
E00021812,S0007588,U000076,P000078,2025-11-28,Payment,Search,19:57:01
E00021813,S0008976,U001409,P000376,2025-03-09,Wishlist,Cart,12:00:07
E00021814,S0004578,U000920,P000136,2025-12-28,Category View,Product,01:39:09
E00021815,S0004716,U001128,P000545,2025-02-24,Product View,Product,17:51:41
E00021816,S0002711,U000159,P000827,2024-07-28,Page View,Profile,01:09:23
E00021817,S0003680,U001610,P000571,2024-07-26,Remove From Cart,Profile,16:33:42
E00021818,S0001195,U001525,P000199,2024-10-30,Purchase,Search,05:12:55
E00021819,S0004756,U001311,P000351,2024-10-10,Begin Checkout,Home,17:11:18
E00021820,S0009950,U000989,P000819,2025-06-20,Wishlist,Product,04:30:27
E00021821,S0005369,U000569,P000227,2025-08-09,Payment,Cart,01:32:58
E00021822,S0006940,U001134,P000589,2024-05-01,Search,Product,06:56:16
E00021823,S0005844,U000051,P000009,2024-04-04,Search,Category,19:39:20
E00021824,S0007693,U001794,P000012,2024-11-10,Purchase,Search,13:00:53
E00021825,S0003206,U000714,P000863,2024-05-25,Product View,Cart,19:16:08
E00021826,S0006092,U001053,P000660,2025-07-15,Page View,Search,20:05:48
E00021827,S0005528,U000872,P000140,2024-01-31,Purchase,Category,06:34:35
E00021828,S0003241,U001128,P000649,2025-09-22,Landing,Cart,20:24:04
E00021829,S0004118,U001492,P000346,2024-07-28,Search,Profile,04:11:10
E00021830,S0001258,U000692,P000045,2025-04-20,Purchase,Checkout,22:59:56
E00021831,S0008853,U000948,P000186,2025-03-24,Purchase,Home,10:17:02
E00021832,S0000678,U001679,P000355,2024-01-20,Purchase,Product,22:54:42
E00021833,S0006211,U001351,P000399,2024-06-10,Landing,Profile,02:18:48
E00021834,S0003428,U001262,P000067,2024-09-22,Landing,Checkout,03:54:06
E00021835,S0002714,U000687,P001000,2024-07-04,Page View,Checkout,09:47:09
E00021836,S0008907,U001917,P000992,2024-12-29,Search,Cart,13:07:09
E00021837,S0008075,U000670,P000695,2024-03-29,Purchase,Search,05:41:30
E00021838,S0007682,U001820,P000674,2025-10-31,Payment,Home,12:46:27
E00021839,S0008166,U000987,P000107,2024-06-07,Purchase,Home,08:36:48
E00021840,S0003679,U000730,P000189,2024-06-03,Purchase,Category,13:48:01
E00021841,S0007838,U000410,P000579,2024-06-11,Remove From Cart,Search,02:46:25
E00021842,S0000465,U000006,P000100,2024-12-13,Purchase,Checkout,03:38:16
E00021843,S0004972,U001730,P000063,2025-08-31,Page View,Product,19:30:35
E00021844,S0004608,U000052,P000179,2025-12-03,Wishlist,Search,12:52:31
E00021845,S0004804,U000439,P000579,2024-01-10,Page View,Checkout,21:50:18
E00021846,S0002431,U001434,P000108,2025-07-28,Wishlist,Home,23:27:26
E00021847,S0002975,U001586,P000266,2024-04-18,Category View,Home,00:21:17
E00021848,S0000033,U000951,P000681,2024-05-19,Payment,Category,03:20:21
E00021849,S0007334,U001624,P000586,2025-07-09,Add To Cart,Profile,05:19:45
E00021850,S0005984,U002000,P000305,2025-11-02,Search,Product,19:31:53
E00021851,S0005918,U001953,P000641,2025-11-13,Purchase,Search,18:45:24
E00021852,S0007709,U001982,P000545,2024-07-04,Add To Cart,Search,17:04:27
E00021853,S0008479,U001060,P000451,2025-03-18,Landing,Category,03:51:05
E00021854,S0004666,U000966,P000605,2025-05-23,Product View,Product,17:55:32
E00021855,S0005271,U001010,P000140,2025-11-24,Category View,Profile,09:45:17
E00021856,S0001623,U001306,P000385,2025-10-09,Wishlist,Checkout,22:51:36
E00021857,S0005858,U001215,P000331,2024-01-19,Page View,Cart,10:53:10
E00021858,S0000775,U000783,P000174,2025-12-01,Begin Checkout,Search,02:28:04
E00021859,S0004805,U000153,P000264,2025-06-20,Payment,Search,04:25:15
E00021860,S0009456,U000017,P000354,2025-02-19,Category View,Cart,21:18:17
E00021861,S0005049,U000319,P000485,2024-05-25,Search,Profile,17:28:26
E00021862,S0005576,U001394,P000455,2024-10-21,Page View,Profile,21:24:06
E00021863,S0000097,U000011,P000654,2025-09-21,Wishlist,Home,02:37:17
E00021864,S0008761,U000836,P000527,2025-06-17,Page View,Checkout,11:45:52
E00021865,S0004513,U000882,P000838,2024-08-12,Page View,Search,05:14:23
E00021866,S0003499,U000422,P000122,2024-02-13,Landing,Product,00:53:58
E00021867,S0007530,U000686,P000522,2024-01-03,Begin Checkout,Cart,23:43:29
