Product_ID,Category,Subcategory,Brand,Product_Name,Supplier,Country_of_Origin,Price,Cost,Profit_Margin,Rating,Inventory,Status
P000450,Fashion,Shoes,Puma,Puma Fashion Product,Prime Distribution,Vietnam,156.04,85.59,45.15,4.5,375,Active
P000451,Books,Technology,HarperCollins,HarperCollins Books Product,Prime Distribution,China,24.29,16.66,31.41,4.6,348,Discontinued
P000452,Sports,Gym Equipment,Puma,Future Ultimate,NextGen Supply,Vietnam,442.61,260.63,41.12,4.0,176,Discontinued
P000453,Fashion,Shoes,Adidas,Adidas Fashion Product,ABC Wholesale,USA,251.4,180.35,28.26,3.8,395,Active
P000454,Fashion,Shoes,Nike,Nike Fashion Product,Universal Traders,Germany,133.44,83.67,37.3,4.9,302,Active
P000455,Accessories,Watch,Titan,Titan Accessories Product,ABC Wholesale,Japan,63.59,43.35,31.83,4.6,168,Active
P000456,Accessories,Wallet,Titan,Titan Accessories Product,Global Supplies Ltd,Japan,97.33,44.11,54.68,3.9,432,Active
P000457,Home,Furniture,Philips,Philips Home Product,Prime Distribution,Germany,759.74,492.18,35.22,5.0,396,Discontinued
P000458,Books,Self Help,Penguin,Penguin Books Product,Elite Imports,India,11.27,6.32,43.92,3.6,125,Active
P000459,Toys,Building Blocks,Mattel,Mattel Toys Product,Global Supplies Ltd,China,147.28,80.59,45.28,4.6,286,Active
P000460,Sports,Gym Equipment,Adidas,Predator Elite,Elite Imports,Vietnam,306.21,220.31,28.05,3.6,148,Discontinued
P000461,Beauty,Makeup,Nivea,Nivea Beauty Product,ABC Wholesale,Japan,64.45,46.16,28.38,3.5,471,Active
P000462,Accessories,Watch,Fossil,Fossil Accessories Product,Global Supplies Ltd,Germany,164.43,84.43,48.65,3.8,205,Active
P000463,Beauty,Makeup,Nivea,Nivea Beauty Product,NextGen Supply,China,41.11,24.4,40.65,3.8,102,Discontinued
P000464,Electronics,Laptop,Samsung,Galaxy S25 Ultra,Universal Traders,Germany,528.65,337.73,36.11,3.6,313,Active
P000465,Electronics,Laptop,Samsung,Galaxy Tab S10,Universal Traders,Japan,1558.49,964.83,38.09,3.5,388,Active
P000466,Fashion,Jeans,Adidas,Adidas Fashion Product,Universal Traders,Japan,262.84,131.73,49.88,4.7,327,Active
P000467,Home,Lighting,Prestige,Prestige Home Product,Universal Traders,Vietnam,146.66,96.16,34.43,4.9,325,Active
P000468,Beauty,Makeup,Nivea,Nivea Beauty Product,Prime Distribution,China,6.24,3.79,39.26,4.9,370,Discontinued
P000469,Home,Furniture,Prestige,Prestige Home Product,Prime Distribution,Japan,722.76,455.3,37.01,4.8,292,Active
P000470,Fashion,Clothing,Levi's,Levi's Fashion Product,Universal Traders,Germany,251.71,181.0,28.09,4.7,352,Discontinued
P000471,Toys,Educational,Mattel,Mattel Toys Product,NextGen Supply,Germany,70.05,51.24,26.85,4.2,413,Discontinued
P000472,Books,Business,Oxford,Oxford Books Product,NextGen Supply,Germany,13.08,6.41,50.99,4.2,139,Active
P000473,Sports,Running Shoes,Under Armour,Curry Flow,Global Supplies Ltd,South Korea,379.51,171.59,54.79,4.3,286,Active
P000474,Toys,Educational,Hasbro,Hasbro Toys Product,NextGen Supply,USA,54.23,30.3,44.13,3.7,353,Active
P000475,Sports,Gym Equipment,Under Armour,Curry Flow,ABC Wholesale,South Korea,216.8,110.81,48.89,4.3,305,Discontinued
P000476,Home,Lighting,Philips,Philips Home Product,Universal Traders,Japan,214.22,116.11,45.8,4.0,381,Discontinued
P000477,Home,Furniture,Prestige,Prestige Home Product,NextGen Supply,India,365.58,241.21,34.02,3.7,129,Discontinued
P000478,Books,Business,Oxford,Oxford Books Product,NextGen Supply,South Korea,44.75,22.3,50.17,4.9,22,Active
P000479,Home,Lighting,Philips,Philips Home Product,Elite Imports,China,65.3,33.73,48.35,3.6,39,Discontinued
P000480,Toys,Outdoor,Hasbro,Hasbro Toys Product,Universal Traders,Vietnam,109.62,68.98,37.07,4.9,439,Active
P000481,Accessories,Watch,Casio,Casio Accessories Product,Prime Distribution,USA,167.65,115.88,30.88,3.9,37,Active
P000482,Home,Furniture,Prestige,Prestige Home Product,ABC Wholesale,India,529.19,393.03,25.73,3.6,161,Discontinued
P000483,Books,Technology,Oxford,Oxford Books Product,Elite Imports,Germany,18.42,8.37,54.56,4.6,490,Active
P000484,Sports,Football,Puma,Velocity Nitro,Prime Distribution,Germany,482.64,283.03,41.36,4.1,22,Active
P000485,Home,Lighting,Philips,Philips Home Product,Global Supplies Ltd,Germany,71.82,38.66,46.17,4.9,431,Active
P000486,Sports,Gym Equipment,Under Armour,Curry Flow,Elite Imports,USA,144.34,79.66,44.81,4.7,368,Discontinued
P000487,Electronics,Tablet,Dell,XPS 15 Laptop,Global Supplies Ltd,Japan,1639.11,1226.48,25.17,4.5,137,Active
P000488,Toys,Outdoor,Mattel,Mattel Toys Product,Universal Traders,China,108.11,57.19,47.1,3.9,224,Active
P000489,Fashion,Clothing,Zara,Zara Fashion Product,Elite Imports,Vietnam,118.99,85.47,28.17,3.9,402,Active
P000490,Accessories,Watch,Titan,Titan Accessories Product,Prime Distribution,South Korea,68.09,36.06,47.04,3.8,447,Active
P000491,Books,Self Help,Penguin,Penguin Books Product,Global Supplies Ltd,China,43.14,28.0,35.1,4.4,411,Active
P000492,Accessories,Wallet,Casio,Casio Accessories Product,ABC Wholesale,Japan,225.55,161.11,28.57,4.4,160,Discontinued
P000493,Home,Kitchen,Prestige,Prestige Home Product,Elite Imports,India,603.88,294.98,51.15,4.3,236,Discontinued
P000494,Electronics,Headphones,HP,Pavilion Laptop,NextGen Supply,USA,560.78,416.63,25.71,4.5,255,Active
P000495,Electronics,Headphones,Apple,MacBook Air M3,Universal Traders,China,914.78,579.82,36.62,3.9,300,Active
P000496,Beauty,Makeup,Lakme,Lakme Beauty Product,Universal Traders,Vietnam,32.44,19.45,40.04,3.8,378,Active
P000497,Books,Technology,HarperCollins,HarperCollins Books Product,Elite Imports,India,37.71,28.05,25.62,4.5,436,Active
P000498,Sports,Football,Adidas,Adizero Boston,Elite Imports,India,98.55,72.7,26.23,3.7,432,Active
P000499,Home,Kitchen,Philips,Philips Home Product,Prime Distribution,USA,510.06,311.24,38.98,4.0,269,Active
P000500,Sports,Running Shoes,Nike,Metcon 9,NextGen Supply,India,58.22,40.41,30.59,4.2,342,Active
P000501,Accessories,Bag,Titan,Titan Accessories Product,ABC Wholesale,Vietnam,96.47,59.55,38.27,4.7,196,Active
P000502,Toys,Building Blocks,LEGO,LEGO Toys Product,NextGen Supply,Germany,37.85,23.57,37.73,4.5,109,Active
P000503,Books,Business,HarperCollins,HarperCollins Books Product,Universal Traders,Japan,48.29,28.21,41.58,3.6,334,Active
P000504,Accessories,Watch,Titan,Titan Accessories Product,Prime Distribution,South Korea,203.85,112.37,44.88,4.4,312,Discontinued
P000505,Fashion,Clothing,Nike,Nike Fashion Product,ABC Wholesale,India,107.77,69.61,35.41,4.6,329,Discontinued
P000506,Sports,Gym Equipment,Under Armour,Curry Flow,Universal Traders,Germany,483.8,277.8,42.58,3.8,31,Active
P000507,Beauty,Haircare,Lakme,Lakme Beauty Product,NextGen Supply,South Korea,11.0,5.5,50.0,3.7,52,Discontinued
P000508,Electronics,Television,Apple,AirPods Pro,Global Supplies Ltd,China,766.76,380.76,50.34,4.5,473,Discontinued
P000509,Sports,Gym Equipment,Adidas,Ultraboost 5,ABC Wholesale,Japan,324.45,158.78,51.06,4.8,34,Active
P000510,Books,Technology,HarperCollins,HarperCollins Books Product,Elite Imports,USA,36.11,19.2,46.83,4.2,377,Active
P000511,Accessories,Wallet,Titan,Titan Accessories Product,NextGen Supply,Germany,114.39,73.43,35.81,4.3,485,Active
P000512,Accessories,Watch,Titan,Titan Accessories Product,Global Supplies Ltd,Japan,83.89,48.12,42.64,3.7,25,Active
P000513,Home,Kitchen,Philips,Philips Home Product,Elite Imports,Germany,21.53,15.64,27.36,4.9,264,Active
P000514,Electronics,Television,Dell,Inspiron 16,Prime Distribution,USA,166.96,93.85,43.79,4.1,307,Discontinued
P000515,Toys,Educational,LEGO,LEGO Toys Product,NextGen Supply,South Korea,100.44,70.16,30.15,3.8,60,Discontinued
P000516,Beauty,Makeup,Lakme,Lakme Beauty Product,NextGen Supply,South Korea,44.9,23.83,46.93,3.8,55,Active
P000517,Home,Furniture,Philips,Philips Home Product,NextGen Supply,Japan,499.92,265.78,46.84,4.4,116,Active
P000518,Electronics,Television,Samsung,Galaxy S25 Ultra,Global Supplies Ltd,India,2434.98,1301.82,46.54,3.7,244,Active
P000519,Beauty,Skincare,L'Oréal,L'Oréal Beauty Product,Global Supplies Ltd,Japan,21.29,12.26,42.41,4.7,275,Active
P000520,Accessories,Watch,Titan,Titan Accessories Product,ABC Wholesale,China,212.45,156.26,26.45,3.6,417,Discontinued
P000521,Fashion,Jeans,Zara,Zara Fashion Product,Prime Distribution,India,270.8,142.18,47.5,4.1,26,Active
P000522,Beauty,Makeup,Nivea,Nivea Beauty Product,Prime Distribution,South Korea,79.59,40.57,49.03,4.6,68,Active
P000523,Accessories,Wallet,Casio,Casio Accessories Product,ABC Wholesale,Vietnam,48.07,32.13,33.16,4.6,301,Active
P000524,Sports,Running Shoes,Under Armour,Curry Flow,ABC Wholesale,China,435.92,224.65,48.47,3.7,344,Discontinued
P000525,Books,Self Help,Penguin,Penguin Books Product,ABC Wholesale,Germany,14.22,9.77,31.29,3.5,41,Discontinued
P000526,Home,Furniture,Philips,Philips Home Product,Prime Distribution,India,407.44,267.19,34.42,4.0,408,Active
P000527,Electronics,Laptop,Sony,Bravia OLED TV,NextGen Supply,Germany,2009.95,980.35,51.23,3.8,305,Active
P000528,Accessories,Watch,Titan,Titan Accessories Product,Global Supplies Ltd,South Korea,100.66,67.17,33.27,3.9,40,Discontinued
P000529,Accessories,Bag,Titan,Titan Accessories Product,Universal Traders,South Korea,127.62,79.13,38.0,4.3,185,Discontinued
P000530,Sports,Gym Equipment,Adidas,Ultraboost 5,Prime Distribution,Japan,168.97,89.39,47.1,4.1,20,Discontinued
P000531,Home,Lighting,IKEA,IKEA Home Product,ABC Wholesale,USA,501.85,274.11,45.38,3.6,295,Discontinued
P000532,Beauty,Haircare,Nivea,Nivea Beauty Product,Prime Distribution,Germany,26.23,15.03,42.7,4.0,69,Active
P000533,Electronics,Smartphone,Samsung,Galaxy S25 Ultra,Prime Distribution,China,1290.62,619.02,52.04,4.4,448,Discontinued
P000534,Accessories,Wallet,Titan,Titan Accessories Product,NextGen Supply,Germany,71.43,39.99,44.02,4.4,56,Active
P000535,Beauty,Skincare,Nivea,Nivea Beauty Product,Elite Imports,USA,52.92,29.54,44.18,4.6,475,Discontinued
P000536,Books,Self Help,Oxford,Oxford Books Product,Universal Traders,Vietnam,35.51,23.8,32.98,4.8,59,Active
P000537,Fashion,Clothing,Nike,Nike Fashion Product,Universal Traders,Japan,73.05,44.4,39.22,3.9,340,Active
P000538,Toys,Educational,Hasbro,Hasbro Toys Product,NextGen Supply,Germany,60.11,35.32,41.24,4.5,472,Active
P000539,Home,Lighting,IKEA,IKEA Home Product,Elite Imports,Germany,279.95,139.26,50.26,5.0,246,Active
P000540,Books,Technology,Oxford,Oxford Books Product,ABC Wholesale,Japan,47.74,27.65,42.08,4.6,331,Active
P000541,Beauty,Haircare,Nivea,Nivea Beauty Product,NextGen Supply,Vietnam,32.0,18.74,41.44,4.9,20,Active
P000542,Sports,Running Shoes,Nike,Mercurial Vapor,ABC Wholesale,China,171.16,88.42,48.34,4.8,31,Active
P000543,Home,Furniture,IKEA,IKEA Home Product,Elite Imports,Vietnam,137.54,72.83,47.05,4.8,147,Active
P000544,Sports,Gym Equipment,Puma,Future Ultimate,Elite Imports,Germany,461.4,309.27,32.97,4.6,425,Discontinued
P000545,Home,Lighting,Philips,Philips Home Product,NextGen Supply,Germany,658.32,315.08,52.14,4.5,39,Discontinued
P000546,Fashion,Jackets,Nike,Nike Fashion Product,ABC Wholesale,USA,141.61,103.24,27.1,3.7,414,Active
P000547,Electronics,Headphones,Lenovo,Legion Pro 5,Global Supplies Ltd,Vietnam,1382.3,754.45,45.42,4.3,187,Active
P000548,Home,Lighting,IKEA,IKEA Home Product,NextGen Supply,Japan,777.27,525.32,32.41,4.4,66,Active
P000549,Toys,Building Blocks,Mattel,Mattel Toys Product,Prime Distribution,India,57.06,33.82,40.73,4.6,300,Discontinued
P000550,Sports,Gym Equipment,Nike,Metcon 9,Elite Imports,USA,358.0,242.94,32.14,4.2,121,Discontinued
P000551,Toys,Outdoor,Hasbro,Hasbro Toys Product,Prime Distribution,Germany,96.24,64.55,32.93,3.9,56,Active
P000552,Toys,Outdoor,Mattel,Mattel Toys Product,Universal Traders,China,25.75,14.78,42.6,4.0,117,Active
P000553,Books,Business,Oxford,Oxford Books Product,Global Supplies Ltd,USA,23.85,17.8,25.37,4.4,431,Discontinued
P000554,Home,Furniture,Philips,Philips Home Product,Prime Distribution,India,553.01,274.73,50.32,4.6,63,Active
P000555,Electronics,Laptop,Samsung,Galaxy Buds 3,ABC Wholesale,China,956.69,661.34,30.87,4.0,261,Active
P000556,Books,Business,Penguin,Penguin Books Product,Universal Traders,India,18.6,11.29,39.3,3.9,267,Active
P000557,Electronics,Television,Dell,UltraSharp Monitor,Global Supplies Ltd,Vietnam,550.25,294.5,46.48,4.7,336,Active
P000558,Electronics,Smartphone,Dell,UltraSharp Monitor,Global Supplies Ltd,Japan,1701.88,1104.34,35.11,4.9,204,Active
P000559,Electronics,Headphones,Sony,Bravia OLED TV,Prime Distribution,Japan,1345.07,891.66,33.71,4.9,268,Active
P000560,Home,Lighting,IKEA,IKEA Home Product,Elite Imports,Germany,742.18,338.77,54.35,3.9,291,Active
P000561,Books,Technology,HarperCollins,HarperCollins Books Product,NextGen Supply,India,8.96,5.87,34.49,4.0,174,Active
P000562,Sports,Football,Nike,Mercurial Vapor,Elite Imports,USA,495.47,363.3,26.68,4.9,135,Active
P000563,Books,Business,HarperCollins,HarperCollins Books Product,Prime Distribution,China,45.95,27.86,39.37,4.5,466,Active
P000564,Toys,Outdoor,LEGO,LEGO Toys Product,Prime Distribution,Japan,145.88,105.46,27.71,4.0,297,Active
P000565,Beauty,Haircare,Maybelline,Maybelline Beauty Product,Universal Traders,South Korea,65.01,46.08,29.12,4.0,381,Active
P000566,Toys,Outdoor,LEGO,LEGO Toys Product,Universal Traders,India,54.45,33.61,38.27,4.9,80,Active
P000567,Books,Business,Penguin,Penguin Books Product,Global Supplies Ltd,USA,24.57,18.23,25.8,4.9,175,Discontinued
P000568,Sports,Running Shoes,Adidas,Ultraboost 5,Prime Distribution,India,42.31,31.55,25.43,4.4,330,Active
P000569,Beauty,Haircare,Maybelline,Maybelline Beauty Product,Global Supplies Ltd,Vietnam,10.96,7.5,31.57,3.7,453,Discontinued
P000570,Books,Technology,Penguin,Penguin Books Product,Elite Imports,Japan,15.15,7.7,49.17,3.5,411,Active
P000571,Sports,Gym Equipment,Under Armour,HOVR Phantom,NextGen Supply,India,386.15,181.43,53.02,4.9,244,Discontinued
P000572,Books,Self Help,HarperCollins,HarperCollins Books Product,Elite Imports,Japan,48.36,30.58,36.77,4.7,388,Active
P000573,Toys,Outdoor,Hasbro,Hasbro Toys Product,Universal Traders,Germany,85.06,54.64,35.76,4.6,39,Active
P000574,Accessories,Watch,Casio,Casio Accessories Product,Prime Distribution,Germany,139.09,103.64,25.49,3.6,218,Active
P000575,Beauty,Makeup,Lakme,Lakme Beauty Product,Elite Imports,Vietnam,63.03,33.77,46.42,3.7,170,Active
P000576,Home,Lighting,Philips,Philips Home Product,Elite Imports,China,582.28,281.8,51.6,4.7,500,Active
P000577,Toys,Building Blocks,Mattel,Mattel Toys Product,Elite Imports,China,35.04,21.97,37.3,4.6,123,Discontinued
P000578,Fashion,Jackets,Puma,Puma Fashion Product,NextGen Supply,South Korea,274.01,188.78,31.1,4.6,83,Active
P000579,Fashion,Jackets,Levi's,Levi's Fashion Product,Global Supplies Ltd,Germany,218.04,145.66,33.2,5.0,333,Active
P000580,Toys,Building Blocks,Hasbro,Hasbro Toys Product,Global Supplies Ltd,USA,33.92,18.67,44.96,4.8,461,Active
P000581,Home,Furniture,IKEA,IKEA Home Product,NextGen Supply,China,344.37,186.94,45.72,4.7,248,Active
P000582,Home,Furniture,IKEA,IKEA Home Product,Prime Distribution,China,503.71,264.92,47.41,4.2,457,Discontinued
P000583,Electronics,Laptop,HP,Pavilion Laptop,Prime Distribution,Germany,1699.76,996.27,41.39,4.2,327,Active
P000584,Beauty,Haircare,Lakme,Lakme Beauty Product,NextGen Supply,Germany,66.51,34.07,48.77,3.8,48,Active
P000585,Electronics,Television,Samsung,Galaxy S25 Ultra,Universal Traders,Vietnam,928.11,442.07,52.37,3.7,111,Active
P000586,Sports,Gym Equipment,Adidas,Predator Elite,Universal Traders,Vietnam,467.8,223.58,52.21,3.9,208,Discontinued
P000587,Fashion,Shoes,Levi's,Levi's Fashion Product,ABC Wholesale,Japan,57.67,37.97,34.16,3.9,289,Discontinued
P000588,Beauty,Haircare,Maybelline,Maybelline Beauty Product,Global Supplies Ltd,China,47.85,35.59,25.62,4.3,64,Discontinued
P000589,Sports,Football,Under Armour,Curry Flow,Universal Traders,Germany,497.66,276.78,44.38,3.7,308,Discontinued
P000590,Accessories,Watch,Casio,Casio Accessories Product,Universal Traders,India,180.06,133.92,25.62,3.5,32,Discontinued
P000591,Fashion,Jeans,Adidas,Adidas Fashion Product,Elite Imports,China,113.46,70.13,38.19,4.5,25,Active
P000592,Sports,Football,Puma,Future Ultimate,ABC Wholesale,Germany,288.5,196.21,31.99,3.7,190,Active
P000593,Toys,Outdoor,Hasbro,Hasbro Toys Product,Universal Traders,China,126.49,64.28,49.18,4.8,492,Discontinued
P000594,Accessories,Wallet,Fossil,Fossil Accessories Product,Prime Distribution,Japan,47.29,27.82,41.17,4.8,478,Active
P000595,Accessories,Wallet,Casio,Casio Accessories Product,Global Supplies Ltd,USA,135.06,83.67,38.05,4.5,304,Active
P000596,Beauty,Makeup,Lakme,Lakme Beauty Product,Global Supplies Ltd,India,26.03,11.96,54.05,5.0,340,Active
P000597,Toys,Outdoor,LEGO,LEGO Toys Product,Global Supplies Ltd,USA,119.53,64.84,45.75,4.8,383,Active
P000598,Sports,Football,Under Armour,HOVR Phantom,Prime Distribution,Vietnam,242.4,178.22,26.48,3.8,174,Active
P000599,Fashion,Shoes,Puma,Puma Fashion Product,Prime Distribution,China,144.26,66.0,54.25,4.2,276,Active
P000600,Beauty,Makeup,Lakme,Lakme Beauty Product,NextGen Supply,USA,44.27,30.22,31.74,3.7,466,Active
P000601,Home,Lighting,IKEA,IKEA Home Product,Global Supplies Ltd,Japan,319.26,226.5,29.05,3.7,179,Active
P000602,Fashion,Jeans,Puma,Puma Fashion Product,Global Supplies Ltd,China,165.76,107.36,35.23,4.0,315,Active
P000603,Beauty,Skincare,Lakme,Lakme Beauty Product,Prime Distribution,Vietnam,25.75,14.05,45.44,4.2,80,Active
P000604,Home,Kitchen,IKEA,IKEA Home Product,Global Supplies Ltd,China,767.26,474.08,38.21,3.7,297,Active
P000605,Books,Self Help,HarperCollins,HarperCollins Books Product,NextGen Supply,USA,22.73,11.9,47.65,3.6,333,Active
P000606,Accessories,Watch,Fossil,Fossil Accessories Product,Global Supplies Ltd,Japan,226.79,105.49,53.49,4.1,64,Discontinued
P000607,Toys,Outdoor,LEGO,LEGO Toys Product,Universal Traders,Germany,98.13,64.48,34.29,4.2,202,Active
P000608,Books,Business,Penguin,Penguin Books Product,NextGen Supply,USA,35.74,26.52,25.8,4.6,258,Active
P000609,Fashion,Shoes,Levi's,Levi's Fashion Product,Elite Imports,Vietnam,211.65,140.34,33.69,4.2,138,Active
P000610,Home,Kitchen,Prestige,Prestige Home Product,ABC Wholesale,Japan,158.93,115.25,27.48,4.0,460,Active
P000611,Accessories,Watch,Casio,Casio Accessories Product,Global Supplies Ltd,Japan,37.09,22.02,40.63,4.8,164,Active
P000612,Home,Furniture,Prestige,Prestige Home Product,Elite Imports,USA,575.7,277.54,51.79,4.3,56,Active
P000613,Accessories,Wallet,Casio,Casio Accessories Product,Elite Imports,India,159.01,97.69,38.56,5.0,216,Active
P000614,Books,Business,Penguin,Penguin Books Product,Universal Traders,Japan,48.78,28.32,41.94,4.7,298,Active
P000615,Home,Lighting,Prestige,Prestige Home Product,Global Supplies Ltd,South Korea,745.73,464.04,37.77,4.2,323,Discontinued
P000616,Books,Self Help,Oxford,Oxford Books Product,Elite Imports,India,24.02,13.73,42.84,4.4,370,Discontinued
P000617,Books,Business,HarperCollins,HarperCollins Books Product,NextGen Supply,China,12.71,8.83,30.53,4.8,482,Active
P000618,Home,Furniture,Prestige,Prestige Home Product,Elite Imports,Germany,243.83,154.75,36.53,4.2,125,Active
P000619,Sports,Gym Equipment,Puma,Velocity Nitro,ABC Wholesale,China,303.88,192.49,36.66,4.3,453,Active
P000620,Sports,Gym Equipment,Nike,Metcon 9,Global Supplies Ltd,China,360.58,251.05,30.38,4.0,460,Active
P000621,Electronics,Television,Samsung,Galaxy Tab S10,Elite Imports,South Korea,897.6,507.0,43.52,4.1,299,Active
P000622,Home,Furniture,Philips,Philips Home Product,Prime Distribution,Germany,316.91,230.5,27.27,4.8,98,Active
P000623,Home,Furniture,IKEA,IKEA Home Product,Global Supplies Ltd,South Korea,27.33,18.21,33.37,4.2,243,Active
P000624,Fashion,Jeans,Adidas,Adidas Fashion Product,Elite Imports,USA,214.71,156.54,27.09,4.4,252,Discontinued
P000625,Accessories,Bag,Casio,Casio Accessories Product,Prime Distribution,India,111.95,50.63,54.77,4.2,394,Active
P000626,Sports,Running Shoes,Under Armour,Curry Flow,Global Supplies Ltd,Germany,257.14,144.15,43.94,4.4,373,Active
P000627,Home,Lighting,Prestige,Prestige Home Product,Universal Traders,USA,787.18,538.16,31.63,4.2,60,Active
P000628,Beauty,Haircare,Nivea,Nivea Beauty Product,NextGen Supply,South Korea,77.03,36.47,52.65,4.5,428,Active
P000629,Electronics,Smartphone,Sony,Bravia OLED TV,Elite Imports,Japan,1354.76,800.35,40.92,4.6,235,Active
P000630,Sports,Running Shoes,Puma,Future Ultimate,NextGen Supply,Germany,382.23,255.36,33.19,4.3,51,Discontinued
P000631,Home,Furniture,Prestige,Prestige Home Product,NextGen Supply,Vietnam,649.98,414.23,36.27,3.9,62,Active
P000632,Fashion,Jackets,Puma,Puma Fashion Product,Prime Distribution,Germany,98.67,69.79,29.27,3.5,77,Active
P000633,Home,Kitchen,Prestige,Prestige Home Product,ABC Wholesale,USA,152.69,104.56,31.52,3.9,112,Active
P000634,Books,Self Help,Penguin,Penguin Books Product,Universal Traders,USA,16.02,9.59,40.14,5.0,414,Discontinued
P000635,Beauty,Haircare,Nivea,Nivea Beauty Product,NextGen Supply,India,20.81,13.95,32.96,4.0,348,Active
P000636,Fashion,Clothing,Nike,Nike Fashion Product,Elite Imports,Japan,153.34,90.91,40.71,4.9,492,Active
P000637,Toys,Outdoor,Hasbro,Hasbro Toys Product,Elite Imports,Japan,46.77,28.49,39.08,4.2,167,Discontinued
P000638,Toys,Building Blocks,Hasbro,Hasbro Toys Product,Universal Traders,South Korea,143.82,68.92,52.08,4.3,201,Discontinued
P000639,Sports,Football,Puma,Velocity Nitro,Global Supplies Ltd,Vietnam,337.54,191.5,43.27,4.7,403,Active
P000640,Beauty,Haircare,Lakme,Lakme Beauty Product,NextGen Supply,India,28.5,12.92,54.67,3.5,54,Active
P000641,Toys,Outdoor,LEGO,LEGO Toys Product,Global Supplies Ltd,South Korea,72.43,37.36,48.42,3.9,118,Active
P000642,Electronics,Smartphone,HP,Spectre x360,Universal Traders,South Korea,2250.82,1159.28,48.5,4.4,82,Active
P000643,Fashion,Clothing,Zara,Zara Fashion Product,Elite Imports,South Korea,233.88,150.71,35.56,4.7,114,Active
P000644,Home,Kitchen,Philips,Philips Home Product,Elite Imports,South Korea,749.9,481.16,35.84,4.9,161,Discontinued
P000645,Books,Self Help,HarperCollins,HarperCollins Books Product,Global Supplies Ltd,Vietnam,48.41,27.34,43.52,4.0,50,Active
P000646,Sports,Running Shoes,Adidas,Predator Elite,Elite Imports,India,316.84,159.54,49.65,4.2,93,Discontinued
P000647,Beauty,Makeup,L'Oréal,L'Oréal Beauty Product,NextGen Supply,Vietnam,12.75,6.02,52.78,4.4,148,Discontinued
P000648,Electronics,Smartphone,Dell,XPS 15 Laptop,Global Supplies Ltd,South Korea,1067.64,529.0,50.45,4.0,220,Active
P000649,Accessories,Bag,Casio,Casio Accessories Product,Elite Imports,USA,184.66,128.1,30.63,3.6,135,Active
P000650,Toys,Building Blocks,Hasbro,Hasbro Toys Product,Global Supplies Ltd,Germany,84.94,63.49,25.25,4.0,175,Discontinued
P000651,Electronics,Smartphone,Lenovo,Legion Pro 5,ABC Wholesale,Germany,2155.35,1189.79,44.8,4.8,409,Active
P000652,Beauty,Haircare,Maybelline,Maybelline Beauty Product,Global Supplies Ltd,Japan,54.56,29.44,46.04,4.1,74,Active
P000653,Accessories,Wallet,Fossil,Fossil Accessories Product,Elite Imports,South Korea,55.47,25.56,53.92,3.5,323,Active
P000654,Accessories,Watch,Casio,Casio Accessories Product,Universal Traders,South Korea,83.86,51.17,38.98,4.8,250,Active
P000655,Electronics,Tablet,Sony,WH-1000XM5,NextGen Supply,China,1102.94,566.36,48.65,4.5,287,Discontinued
P000656,Home,Lighting,Prestige,Prestige Home Product,Prime Distribution,China,43.95,21.64,50.76,4.5,261,Active
P000657,Beauty,Skincare,Maybelline,Maybelline Beauty Product,Prime Distribution,South Korea,8.75,4.74,45.83,4.7,253,Active
P000658,Fashion,Shoes,Nike,Nike Fashion Product,Elite Imports,Germany,243.77,125.83,48.38,4.7,238,Active
P000659,Toys,Educational,Mattel,Mattel Toys Product,NextGen Supply,Germany,86.42,47.23,45.35,4.9,129,Active
P000660,Home,Furniture,Philips,Philips Home Product,Global Supplies Ltd,Vietnam,125.87,72.32,42.54,4.5,303,Active
P000661,Accessories,Wallet,Fossil,Fossil Accessories Product,Global Supplies Ltd,India,33.99,23.94,29.57,4.4,418,Active
P000662,Electronics,Smartphone,Dell,XPS 15 Laptop,Global Supplies Ltd,India,2326.42,1540.14,33.8,4.4,165,Discontinued
P000663,Accessories,Watch,Titan,Titan Accessories Product,Prime Distribution,India,163.56,99.27,39.31,4.1,500,Active
P000664,Electronics,Headphones,HP,Spectre x360,Universal Traders,China,1623.9,1112.01,31.52,4.0,22,Active
P000665,Beauty,Haircare,L'Oréal,L'Oréal Beauty Product,Global Supplies Ltd,Germany,32.14,21.8,32.17,4.3,132,Discontinued
P000666,Beauty,Skincare,Lakme,Lakme Beauty Product,Prime Distribution,China,64.75,42.45,34.44,5.0,262,Discontinued
P000667,Home,Lighting,IKEA,IKEA Home Product,Global Supplies Ltd,China,521.22,279.12,46.45,4.2,191,Discontinued
P000668,Electronics,Television,Apple,iPhone 15 Pro,Prime Distribution,India,1995.91,1188.6,40.45,3.7,478,Active
P000669,Accessories,Wallet,Titan,Titan Accessories Product,ABC Wholesale,Japan,57.7,37.68,34.7,4.0,418,Active
P000670,Books,Self Help,Penguin,Penguin Books Product,Prime Distribution,South Korea,29.45,15.02,49.0,4.8,57,Discontinued
P000671,Accessories,Bag,Fossil,Fossil Accessories Product,Prime Distribution,India,232.69,136.47,41.35,4.1,89,Discontinued
P000672,Beauty,Makeup,Lakme,Lakme Beauty Product,Prime Distribution,Vietnam,14.54,9.56,34.25,3.6,89,Active
P000673,Accessories,Bag,Casio,Casio Accessories Product,Prime Distribution,USA,92.46,66.19,28.41,4.4,424,Active
