Session_ID,User_ID,Date,Device,Operating_System,Browser,Traffic_Source,Session_Duration_Min,Page_Views,Bounce,Converted
S0004900,U000820,2025-05-28,Desktop,Android,Edge,Email,26,12,False,False
S0004901,U000319,2025-09-27,Tablet,iOS,Chrome,Instagram,37,2,False,False
S0004902,U001311,2025-02-11,Mobile,iOS,Edge,Facebook,33,9,False,False
S0004903,U001456,2025-03-11,Mobile,Windows,Chrome,Email,27,5,False,False
S0004904,U001152,2025-10-05,Mobile,Windows,Safari,Paid Search,47,5,False,False
S0004905,U000113,2024-08-18,Tablet,iOS,Safari,Email,49,7,False,False
S0004906,U000891,2025-06-01,Tablet,macOS,Edge,Referral,33,2,False,True
S0004907,U000813,2025-10-19,Desktop,Android,Chrome,Instagram,55,1,True,False
S0004908,U001661,2025-05-27,Desktop,Windows,Safari,Email,3,9,False,False
S0004909,U000557,2024-08-09,Desktop,iOS,Firefox,Organic Search,20,1,True,False
S0004910,U001533,2024-10-22,Mobile,iOS,Chrome,Organic Search,49,2,False,False
S0004911,U001481,2024-09-28,Mobile,iOS,Edge,Instagram,5,8,False,False
S0004912,U000311,2024-10-08,Mobile,Android,Safari,Referral,29,9,False,False
S0004913,U001785,2025-04-01,Tablet,iOS,Edge,Email,2,2,False,False
S0004914,U000141,2025-05-24,Mobile,Android,Edge,Paid Search,57,9,False,False
S0004915,U001843,2025-09-25,Tablet,Windows,Chrome,Referral,59,3,False,False
S0004916,U000241,2025-01-29,Mobile,macOS,Firefox,Email,18,11,False,False
S0004917,U001715,2024-02-09,Tablet,iOS,Edge,Direct,49,3,False,False
S0004918,U001733,2025-03-10,Mobile,Android,Firefox,YouTube,15,11,False,False
S0004919,U000685,2025-04-24,Desktop,Android,Firefox,Referral,31,3,False,False
S0004920,U001852,2024-05-30,Desktop,iOS,Safari,Direct,12,3,False,False
S0004921,U001984,2024-05-07,Mobile,iOS,Edge,Direct,33,4,False,False
S0004922,U001336,2025-05-21,Tablet,Android,Edge,Direct,41,7,False,True
S0004923,U001869,2024-03-13,Desktop,Windows,Safari,Instagram,10,11,False,False
S0004924,U001315,2024-04-15,Desktop,Windows,Safari,Email,34,4,False,False
S0004925,U001454,2025-11-20,Tablet,Windows,Chrome,Direct,2,10,False,False
S0004926,U001102,2025-09-14,Tablet,Android,Firefox,Paid Search,19,12,False,False
S0004927,U000133,2024-03-24,Mobile,iOS,Safari,Instagram,52,3,False,False
S0004928,U000754,2024-09-04,Tablet,Android,Edge,Organic Search,11,3,False,False
S0004929,U001106,2024-12-11,Desktop,iOS,Chrome,Organic Search,49,10,False,False
S0004930,U001143,2024-07-20,Mobile,macOS,Safari,Referral,53,10,False,False
S0004931,U001596,2025-10-14,Desktop,iOS,Firefox,Facebook,35,6,False,False
S0004932,U001760,2025-12-21,Desktop,iOS,Firefox,Direct,50,12,False,False
S0004933,U000339,2025-07-29,Desktop,Android,Safari,Direct,51,10,False,False
S0004934,U001200,2025-12-29,Mobile,Android,Firefox,Email,28,9,False,False
S0004935,U001900,2025-05-22,Desktop,macOS,Edge,Referral,13,8,False,False
S0004936,U001340,2024-05-13,Tablet,Android,Chrome,Paid Search,35,6,False,True
S0004937,U001938,2025-10-29,Mobile,Android,Safari,Facebook,56,7,False,False
S0004938,U000849,2025-06-26,Tablet,macOS,Safari,Instagram,23,7,False,False
S0004939,U001502,2024-08-07,Desktop,Windows,Safari,Paid Search,54,8,False,True
S0004940,U001937,2025-01-20,Tablet,Android,Edge,Email,24,10,False,False
S0004941,U001346,2024-03-17,Tablet,iOS,Firefox,Organic Search,15,6,False,False
S0004942,U001633,2024-03-09,Tablet,iOS,Chrome,Organic Search,8,4,False,False
S0004943,U000185,2025-09-06,Desktop,Windows,Chrome,Email,46,12,False,False
S0004944,U000414,2024-04-16,Mobile,Windows,Edge,Direct,29,4,False,False
S0004945,U000367,2024-09-12,Desktop,Android,Edge,Direct,3,2,False,False
S0004946,U001542,2024-04-19,Mobile,macOS,Safari,YouTube,41,7,False,False
S0004947,U000835,2024-10-11,Desktop,Windows,Safari,Facebook,27,4,False,True
S0004948,U001755,2024-02-07,Mobile,macOS,Firefox,YouTube,35,9,False,False
S0004949,U000389,2024-12-27,Tablet,iOS,Chrome,Paid Search,36,2,False,False
S0004950,U001408,2024-11-15,Tablet,iOS,Edge,Email,2,3,False,False
S0004951,U000797,2025-08-02,Mobile,Android,Safari,Instagram,21,1,True,False
S0004952,U001098,2025-07-17,Desktop,iOS,Safari,Email,13,3,False,False
S0004953,U000075,2024-07-30,Mobile,Windows,Edge,Organic Search,56,11,False,False
S0004954,U001041,2025-04-18,Mobile,Android,Edge,Email,55,7,False,False
S0004955,U001924,2024-01-02,Tablet,Windows,Chrome,YouTube,39,12,False,False
S0004956,U000747,2024-04-05,Mobile,Windows,Firefox,Paid Search,25,5,False,False
S0004957,U001019,2024-03-10,Tablet,iOS,Safari,Instagram,48,7,False,False
S0004958,U001183,2025-08-31,Desktop,iOS,Safari,Direct,39,3,False,False
S0004959,U000492,2024-01-16,Tablet,Windows,Chrome,Facebook,28,10,False,True
S0004960,U001565,2024-02-23,Mobile,macOS,Chrome,Organic Search,30,1,True,False
S0004961,U001697,2024-01-30,Tablet,iOS,Edge,Paid Search,53,9,False,False
S0004962,U001350,2024-09-06,Tablet,macOS,Edge,Paid Search,13,12,False,False
S0004963,U000663,2025-06-01,Mobile,Android,Chrome,Direct,57,1,True,False
S0004964,U001230,2025-10-20,Tablet,iOS,Edge,Direct,40,12,False,True
S0004965,U000243,2025-09-09,Desktop,Windows,Chrome,Organic Search,16,12,False,False
S0004966,U000008,2024-10-20,Mobile,Android,Edge,Paid Search,43,10,False,False
S0004967,U001334,2025-03-25,Mobile,Windows,Chrome,Instagram,9,12,False,False
S0004968,U001846,2025-10-11,Desktop,Windows,Safari,Facebook,49,2,False,True
S0004969,U000463,2025-12-16,Desktop,Android,Chrome,Referral,37,8,False,False
S0004970,U000079,2024-10-28,Desktop,macOS,Edge,Paid Search,44,8,False,False
S0004971,U000455,2024-04-10,Desktop,iOS,Edge,Paid Search,3,1,True,False
S0004972,U001730,2025-08-31,Tablet,iOS,Edge,Direct,39,12,False,False
S0004973,U000025,2025-07-02,Tablet,Android,Edge,Referral,59,4,False,False
S0004974,U001080,2024-06-13,Desktop,Android,Firefox,Organic Search,6,5,False,False
S0004975,U000399,2025-07-26,Mobile,Android,Edge,Referral,31,7,False,False
S0004976,U001436,2025-12-22,Tablet,iOS,Firefox,Facebook,59,6,False,True
S0004977,U001876,2025-02-27,Tablet,iOS,Edge,YouTube,33,4,False,True
S0004978,U001340,2024-01-09,Desktop,macOS,Safari,Email,1,2,False,False
S0004979,U000243,2024-12-29,Mobile,macOS,Edge,Direct,48,1,True,False
S0004980,U000334,2024-01-07,Desktop,iOS,Edge,YouTube,54,11,False,False
S0004981,U001610,2024-12-14,Mobile,Windows,Edge,Paid Search,14,10,False,False
S0004982,U000552,2024-06-01,Desktop,Android,Edge,Email,1,3,False,False
S0004983,U001204,2024-03-22,Desktop,macOS,Edge,Email,60,4,False,False
S0004984,U000526,2025-08-20,Mobile,iOS,Edge,Direct,18,3,False,False
S0004985,U000833,2024-07-26,Mobile,iOS,Firefox,Direct,27,5,False,True
S0004986,U001134,2025-08-09,Desktop,iOS,Safari,Referral,13,1,True,False
S0004987,U000301,2024-06-08,Desktop,Windows,Edge,Instagram,27,1,True,False
S0004988,U000425,2025-01-28,Desktop,Android,Chrome,Organic Search,8,8,False,False
S0004989,U001470,2024-10-30,Tablet,Android,Chrome,Email,35,5,False,False
S0004990,U001230,2025-06-25,Desktop,iOS,Safari,YouTube,46,2,False,False
S0004991,U001815,2025-05-05,Mobile,macOS,Safari,Facebook,34,1,True,False
S0004992,U001078,2025-04-16,Tablet,Windows,Safari,YouTube,48,9,False,False
S0004993,U000114,2025-04-16,Mobile,Android,Firefox,Referral,43,12,False,False
S0004994,U000567,2024-09-18,Tablet,iOS,Safari,YouTube,52,11,False,False
S0004995,U000239,2024-09-07,Tablet,Android,Safari,Instagram,28,5,False,False
S0004996,U000639,2025-01-10,Mobile,Android,Edge,Referral,39,11,False,False
S0004997,U000894,2025-09-20,Desktop,iOS,Edge,Instagram,54,8,False,False
S0004998,U000383,2025-12-04,Desktop,macOS,Edge,Facebook,46,5,False,False
S0004999,U000549,2025-03-02,Mobile,Windows,Chrome,Paid Search,19,8,False,False
S0005000,U000305,2024-08-09,Tablet,Android,Firefox,Direct,13,8,False,False
S0005001,U001974,2024-09-15,Mobile,Android,Safari,Direct,47,12,False,False
S0005002,U001626,2025-08-11,Mobile,iOS,Safari,Instagram,44,5,False,False
S0005003,U000579,2025-03-30,Tablet,macOS,Chrome,Instagram,15,6,False,False
S0005004,U001460,2024-03-21,Desktop,macOS,Edge,Organic Search,52,8,False,False
S0005005,U001596,2025-10-13,Tablet,Windows,Edge,Organic Search,52,1,True,False
S0005006,U000349,2024-07-21,Desktop,macOS,Chrome,Organic Search,18,4,False,False
S0005007,U000121,2025-08-18,Mobile,iOS,Edge,Direct,41,2,False,False
S0005008,U000864,2025-01-08,Mobile,iOS,Firefox,Instagram,16,9,False,False
S0005009,U001415,2024-10-25,Desktop,Windows,Chrome,Organic Search,1,7,False,False
S0005010,U001950,2025-05-30,Tablet,iOS,Firefox,Facebook,25,4,False,True
S0005011,U001544,2025-03-03,Desktop,macOS,Safari,Facebook,48,9,False,True
S0005012,U001442,2025-03-02,Tablet,Windows,Safari,Instagram,46,7,False,False
S0005013,U001885,2024-12-13,Mobile,macOS,Firefox,Facebook,5,7,False,False
S0005014,U000565,2025-05-14,Desktop,Windows,Firefox,Direct,59,8,False,False
S0005015,U000110,2024-01-30,Desktop,Windows,Firefox,Direct,51,11,False,True
S0005016,U001191,2024-02-26,Tablet,macOS,Chrome,Organic Search,16,9,False,False
S0005017,U001699,2024-07-26,Desktop,iOS,Chrome,YouTube,1,10,False,False
S0005018,U000533,2025-11-19,Desktop,macOS,Safari,Email,41,10,False,False
S0005019,U000106,2025-10-13,Tablet,Windows,Edge,Email,43,4,False,False
S0005020,U001975,2024-11-07,Tablet,Android,Edge,YouTube,57,6,False,False
S0005021,U000843,2025-01-17,Mobile,macOS,Safari,Organic Search,3,7,False,False
S0005022,U001226,2025-03-19,Tablet,macOS,Chrome,Referral,9,11,False,False
S0005023,U000751,2025-02-18,Desktop,macOS,Chrome,Email,16,8,False,False
S0005024,U001385,2025-09-04,Tablet,macOS,Safari,Organic Search,6,7,False,False
S0005025,U000905,2024-08-03,Desktop,macOS,Safari,Organic Search,29,12,False,False
S0005026,U001253,2025-11-17,Mobile,Windows,Firefox,Email,3,6,False,False
S0005027,U000907,2025-12-22,Tablet,Windows,Safari,Paid Search,18,5,False,False
S0005028,U001529,2024-07-21,Tablet,macOS,Edge,YouTube,24,10,False,True
S0005029,U000107,2025-04-14,Desktop,iOS,Firefox,Referral,42,3,False,False
S0005030,U001630,2025-07-18,Mobile,iOS,Firefox,Organic Search,57,5,False,False
S0005031,U000599,2025-01-06,Mobile,macOS,Safari,Organic Search,34,11,False,False
S0005032,U001638,2025-05-23,Mobile,Windows,Safari,Paid Search,15,7,False,False
S0005033,U001097,2025-10-10,Mobile,Android,Edge,Email,59,7,False,False
S0005034,U000249,2024-10-11,Mobile,Windows,Firefox,Email,25,4,False,False
S0005035,U000218,2024-03-20,Desktop,iOS,Firefox,Facebook,13,3,False,False
S0005036,U000005,2024-05-11,Mobile,macOS,Firefox,Facebook,53,6,False,False
S0005037,U001525,2024-05-16,Mobile,macOS,Chrome,Instagram,27,2,False,False
S0005038,U001292,2025-02-02,Desktop,macOS,Firefox,Organic Search,60,10,False,False
S0005039,U000242,2025-08-09,Tablet,iOS,Chrome,Referral,41,8,False,False
S0005040,U000068,2025-06-16,Tablet,Windows,Safari,Organic Search,42,12,False,False
S0005041,U001473,2025-01-30,Mobile,Android,Firefox,Referral,43,12,False,False
S0005042,U001185,2025-03-25,Mobile,Android,Edge,Facebook,55,1,True,False
S0005043,U001227,2025-11-25,Tablet,macOS,Chrome,Facebook,59,9,False,False
S0005044,U001575,2025-05-13,Desktop,iOS,Safari,Instagram,31,1,True,False
S0005045,U000364,2024-08-26,Tablet,Windows,Edge,Paid Search,3,1,True,False
S0005046,U000768,2024-10-09,Tablet,macOS,Safari,Facebook,44,10,False,False
S0005047,U001096,2025-06-23,Tablet,iOS,Safari,Organic Search,51,11,False,False
S0005048,U001091,2024-08-07,Mobile,Android,Firefox,YouTube,6,7,False,False
S0005049,U000319,2024-05-25,Tablet,iOS,Chrome,Direct,27,3,False,False
S0005050,U001956,2024-03-13,Mobile,Windows,Edge,YouTube,55,6,False,True
S0005051,U001266,2025-09-15,Desktop,Android,Edge,Facebook,59,2,False,False
S0005052,U001573,2024-10-07,Desktop,iOS,Chrome,Email,32,5,False,False
S0005053,U001114,2025-07-02,Desktop,Windows,Firefox,Facebook,28,9,False,True
S0005054,U000554,2024-01-04,Desktop,Windows,Chrome,Direct,47,7,False,False
S0005055,U000440,2025-11-10,Mobile,Windows,Safari,Paid Search,60,8,False,False
S0005056,U000789,2024-09-07,Mobile,Android,Chrome,Instagram,18,2,False,False
S0005057,U001234,2025-09-17,Tablet,iOS,Chrome,Email,34,9,False,False
S0005058,U001180,2025-10-06,Mobile,macOS,Edge,Paid Search,26,11,False,False
S0005059,U000566,2024-01-14,Desktop,iOS,Safari,Organic Search,50,4,False,False
S0005060,U001060,2024-02-03,Tablet,Android,Firefox,Direct,30,9,False,True
S0005061,U001914,2025-03-10,Tablet,iOS,Edge,Direct,7,10,False,False
S0005062,U000663,2025-03-19,Mobile,iOS,Edge,Email,11,10,False,False
S0005063,U001825,2025-08-29,Desktop,macOS,Safari,Organic Search,6,2,False,False
S0005064,U001872,2025-11-09,Tablet,Android,Chrome,Direct,17,10,False,False
S0005065,U000460,2025-05-22,Desktop,Android,Firefox,Facebook,2,7,False,False
S0005066,U001054,2024-01-10,Tablet,iOS,Firefox,Paid Search,16,12,False,False
S0005067,U001503,2024-11-26,Tablet,Android,Safari,Facebook,60,3,False,False
S0005068,U001649,2024-07-16,Desktop,Windows,Firefox,Referral,13,2,False,True
S0005069,U001260,2025-03-27,Mobile,Windows,Chrome,Direct,27,5,False,False
S0005070,U001241,2025-02-06,Desktop,Windows,Safari,Email,4,2,False,False
S0005071,U001194,2024-03-16,Desktop,Windows,Chrome,Paid Search,10,10,False,False
S0005072,U001259,2025-07-30,Mobile,Windows,Safari,Organic Search,25,3,False,False
S0005073,U001513,2025-09-19,Mobile,Windows,Safari,Instagram,60,8,False,False
S0005074,U000768,2025-10-14,Mobile,macOS,Safari,Direct,41,11,False,False
S0005075,U001981,2025-04-20,Tablet,Windows,Safari,YouTube,5,9,False,False
S0005076,U001555,2024-02-01,Tablet,iOS,Safari,Instagram,59,6,False,False
S0005077,U000185,2025-02-19,Mobile,Windows,Edge,YouTube,57,6,False,False
S0005078,U001558,2024-07-23,Mobile,macOS,Edge,Referral,44,8,False,True
S0005079,U000522,2024-04-26,Tablet,iOS,Firefox,Email,29,6,False,False
S0005080,U001268,2025-03-04,Tablet,macOS,Chrome,Paid Search,44,2,False,False
S0005081,U000878,2025-12-14,Mobile,iOS,Edge,Paid Search,35,7,False,False
S0005082,U000242,2025-02-07,Tablet,Android,Chrome,Organic Search,33,6,False,False
S0005083,U001868,2024-07-02,Desktop,Android,Edge,Facebook,57,5,False,False
S0005084,U000263,2025-07-24,Desktop,Windows,Safari,YouTube,27,9,False,False
S0005085,U000688,2024-03-21,Desktop,macOS,Chrome,Organic Search,50,2,False,False
S0005086,U001002,2025-08-19,Mobile,Windows,Safari,Email,6,1,True,False
S0005087,U000383,2025-04-09,Desktop,macOS,Firefox,Instagram,29,9,False,False
S0005088,U001074,2024-11-16,Tablet,iOS,Firefox,Referral,43,8,False,False
S0005089,U001128,2025-11-15,Desktop,Windows,Edge,YouTube,11,10,False,True
S0005090,U000875,2024-03-26,Desktop,macOS,Edge,Referral,52,6,False,True
S0005091,U001087,2025-02-13,Tablet,Windows,Safari,Email,10,8,False,False
S0005092,U000804,2024-10-18,Mobile,Android,Chrome,Instagram,23,10,False,False
S0005093,U001837,2024-10-18,Mobile,Windows,Edge,Direct,5,11,False,False
S0005094,U000254,2024-12-12,Desktop,Windows,Edge,Paid Search,47,5,False,False
S0005095,U001644,2024-05-02,Desktop,Windows,Safari,Referral,7,1,True,False
S0005096,U000566,2024-06-11,Tablet,Windows,Edge,Organic Search,56,12,False,True
S0005097,U000988,2024-03-03,Desktop,Android,Safari,Instagram,60,11,False,False
S0005098,U000321,2025-12-23,Tablet,iOS,Firefox,Email,39,7,False,False
S0005099,U000007,2024-11-25,Desktop,Windows,Safari,YouTube,21,12,False,False
S0005100,U001803,2024-01-12,Tablet,Windows,Chrome,Email,12,4,False,False
S0005101,U001132,2024-12-31,Mobile,macOS,Firefox,Referral,56,8,False,False
S0005102,U001414,2024-07-04,Desktop,Windows,Chrome,Referral,60,1,True,False
S0005103,U000089,2024-09-07,Desktop,Android,Safari,Paid Search,32,9,False,False
S0005104,U000596,2025-04-13,Desktop,macOS,Firefox,Instagram,19,12,False,False
S0005105,U000652,2024-09-07,Mobile,Windows,Chrome,Organic Search,24,8,False,False
S0005106,U000481,2024-08-20,Desktop,macOS,Firefox,Direct,60,3,False,False
S0005107,U000257,2024-05-02,Mobile,iOS,Chrome,Direct,31,6,False,False
S0005108,U001518,2025-06-09,Mobile,macOS,Firefox,Email,24,6,False,False
S0005109,U000203,2024-03-06,Tablet,iOS,Firefox,Referral,51,10,False,False
S0005110,U001856,2024-08-13,Tablet,iOS,Safari,YouTube,17,1,True,True
S0005111,U000155,2024-12-29,Mobile,macOS,Edge,Instagram,34,5,False,False
S0005112,U000973,2025-12-09,Mobile,Android,Edge,Facebook,17,6,False,False
S0005113,U001241,2025-02-03,Tablet,Windows,Edge,Direct,2,3,False,False
S0005114,U000598,2025-08-24,Mobile,macOS,Chrome,Instagram,57,12,False,False
S0005115,U000599,2024-04-22,Tablet,Android,Firefox,Paid Search,3,2,False,True
S0005116,U001445,2024-07-22,Tablet,Windows,Chrome,Facebook,20,11,False,False
S0005117,U001887,2025-04-01,Desktop,iOS,Chrome,Direct,3,2,False,False
S0005118,U001825,2025-09-27,Desktop,iOS,Chrome,Paid Search,60,9,False,False
S0005119,U000076,2024-01-27,Tablet,macOS,Chrome,Direct,1,10,False,False
S0005120,U001893,2024-10-08,Mobile,macOS,Edge,Facebook,57,5,False,False
S0005121,U001536,2024-08-23,Desktop,macOS,Safari,Direct,47,8,False,False
S0005122,U001497,2025-07-13,Desktop,macOS,Edge,Organic Search,39,8,False,False
S0005123,U001921,2024-11-14,Tablet,macOS,Edge,Paid Search,45,8,False,False
S0005124,U000346,2024-04-23,Mobile,macOS,Chrome,Organic Search,42,10,False,False
S0005125,U001423,2025-10-20,Desktop,macOS,Firefox,Direct,26,12,False,False
S0005126,U001145,2024-10-15,Desktop,iOS,Safari,YouTube,35,8,False,False
S0005127,U000954,2025-04-25,Tablet,macOS,Edge,Paid Search,13,11,False,False
S0005128,U000314,2024-12-15,Desktop,iOS,Edge,Instagram,6,2,False,False
S0005129,U001094,2025-02-22,Desktop,macOS,Firefox,Facebook,36,7,False,False
S0005130,U000733,2024-12-06,Tablet,Windows,Firefox,YouTube,15,2,False,False
S0005131,U001856,2024-02-28,Mobile,Android,Edge,Direct,5,4,False,False
S0005132,U001104,2025-11-19,Desktop,macOS,Chrome,Facebook,40,12,False,True
S0005133,U000072,2025-01-17,Desktop,iOS,Chrome,Referral,25,11,False,False
S0005134,U000017,2025-01-23,Tablet,Windows,Chrome,Referral,9,5,False,False
S0005135,U000076,2024-10-05,Mobile,macOS,Chrome,Facebook,40,10,False,False
S0005136,U000079,2025-05-02,Tablet,Android,Safari,Referral,36,2,False,False
S0005137,U000206,2024-10-28,Tablet,Android,Safari,Instagram,45,2,False,True
S0005138,U000010,2025-10-17,Tablet,Android,Safari,Paid Search,45,1,True,False
S0005139,U000297,2024-05-12,Desktop,Windows,Safari,Email,55,4,False,False
S0005140,U000207,2025-01-15,Mobile,macOS,Edge,Paid Search,50,3,False,False
S0005141,U001736,2025-08-21,Tablet,macOS,Chrome,Paid Search,42,12,False,False
S0005142,U000514,2024-03-14,Desktop,Android,Safari,YouTube,51,2,False,False
S0005143,U001331,2025-11-26,Desktop,Windows,Safari,YouTube,6,10,False,False
S0005144,U000160,2025-02-20,Mobile,macOS,Edge,YouTube,51,10,False,False
S0005145,U001425,2024-04-15,Desktop,Windows,Safari,Direct,25,8,False,True
S0005146,U000008,2025-04-05,Tablet,macOS,Chrome,Organic Search,27,11,False,False
S0005147,U000956,2024-10-13,Mobile,Android,Safari,Paid Search,29,4,False,False
S0005148,U001971,2024-03-24,Mobile,iOS,Chrome,Referral,43,12,False,False
S0005149,U000910,2025-09-09,Tablet,macOS,Edge,Referral,57,11,False,False
S0005150,U001426,2024-10-27,Desktop,Android,Firefox,Direct,15,2,False,False
S0005151,U001971,2025-09-25,Desktop,macOS,Chrome,Referral,36,5,False,False
S0005152,U000660,2024-03-07,Desktop,iOS,Chrome,Direct,33,5,False,True
S0005153,U000718,2024-11-15,Tablet,macOS,Safari,Email,2,7,False,False
S0005154,U000367,2024-12-14,Desktop,macOS,Safari,Paid Search,31,1,True,False
S0005155,U001829,2025-03-07,Tablet,Android,Safari,Paid Search,59,12,False,False
S0005156,U000466,2024-01-01,Tablet,Android,Edge,Paid Search,47,3,False,False
S0005157,U000024,2025-08-04,Tablet,Android,Safari,YouTube,38,8,False,False
S0005158,U000414,2025-05-03,Desktop,Windows,Chrome,Direct,58,5,False,False
S0005159,U000641,2024-04-07,Mobile,Windows,Edge,Direct,46,7,False,True
S0005160,U000078,2025-10-02,Tablet,iOS,Edge,Email,31,8,False,False
S0005161,U001932,2024-02-24,Tablet,macOS,Edge,Direct,32,7,False,False
S0005162,U001673,2025-06-06,Mobile,macOS,Safari,Referral,27,5,False,False
S0005163,U000690,2024-05-14,Desktop,Android,Edge,Instagram,29,4,False,True
S0005164,U001391,2024-07-10,Tablet,iOS,Edge,Facebook,43,3,False,False
S0005165,U000895,2025-07-06,Tablet,macOS,Edge,Referral,3,8,False,True
S0005166,U001280,2024-01-01,Tablet,iOS,Safari,Organic Search,26,7,False,False
S0005167,U001764,2025-03-10,Mobile,Android,Chrome,Organic Search,42,6,False,False
S0005168,U001888,2025-03-12,Mobile,Android,Safari,Direct,26,7,False,False
S0005169,U001243,2025-03-24,Mobile,iOS,Safari,Organic Search,40,5,False,False
S0005170,U001839,2024-11-14,Tablet,iOS,Chrome,YouTube,39,10,False,True
S0005171,U001545,2024-04-09,Desktop,iOS,Firefox,Organic Search,36,2,False,True
S0005172,U000854,2025-05-19,Mobile,Android,Safari,Direct,14,11,False,False
S0005173,U000314,2025-06-15,Desktop,iOS,Edge,Direct,15,8,False,False
S0005174,U000080,2025-06-21,Mobile,macOS,Firefox,YouTube,12,12,False,False
S0005175,U001012,2025-01-06,Mobile,macOS,Edge,Referral,45,3,False,False
S0005176,U001824,2024-08-01,Desktop,iOS,Safari,Organic Search,53,6,False,False
S0005177,U000475,2025-11-21,Mobile,macOS,Chrome,Organic Search,52,3,False,False
S0005178,U000609,2024-11-21,Mobile,Windows,Safari,Referral,48,6,False,False
S0005179,U001271,2024-07-13,Desktop,macOS,Firefox,Direct,20,2,False,False
S0005180,U000455,2024-04-11,Tablet,macOS,Firefox,Paid Search,19,12,False,True
S0005181,U001220,2024-08-12,Tablet,iOS,Chrome,Referral,21,11,False,False
S0005182,U001261,2025-11-30,Desktop,iOS,Safari,Email,22,8,False,False
S0005183,U001089,2025-06-17,Desktop,Windows,Safari,Facebook,56,10,False,False
S0005184,U001769,2025-02-09,Mobile,iOS,Edge,YouTube,11,5,False,False
S0005185,U001120,2025-02-02,Mobile,Windows,Safari,Organic Search,24,5,False,False
S0005186,U001073,2024-02-21,Mobile,Android,Safari,Instagram,4,11,False,False
S0005187,U001429,2024-03-16,Tablet,Android,Safari,YouTube,59,12,False,False
S0005188,U001875,2025-01-06,Desktop,Windows,Safari,Paid Search,9,5,False,False
S0005189,U000534,2025-12-26,Tablet,Windows,Safari,Instagram,55,5,False,False
S0005190,U001984,2024-12-17,Desktop,Windows,Firefox,YouTube,47,11,False,False
S0005191,U001064,2025-08-09,Mobile,Windows,Edge,YouTube,40,3,False,False
S0005192,U000262,2024-08-02,Desktop,iOS,Chrome,Direct,35,8,False,False
S0005193,U000656,2024-05-18,Desktop,macOS,Safari,Organic Search,59,3,False,False
S0005194,U000588,2024-03-29,Desktop,Windows,Safari,Facebook,44,5,False,False
S0005195,U000124,2024-09-13,Tablet,Windows,Firefox,Organic Search,43,2,False,False
S0005196,U000985,2024-11-13,Desktop,Android,Edge,Instagram,35,1,True,False
S0005197,U000347,2024-01-29,Desktop,Windows,Firefox,Direct,47,12,False,False
S0005198,U001649,2025-08-18,Mobile,Windows,Edge,Paid Search,30,1,True,False
S0005199,U001119,2025-12-21,Tablet,iOS,Edge,Instagram,10,6,False,False
S0005200,U001213,2025-12-01,Desktop,Windows,Edge,YouTube,14,11,False,False
S0005201,U001579,2025-07-30,Tablet,Windows,Safari,Instagram,27,7,False,False
S0005202,U001575,2024-08-25,Mobile,Windows,Edge,Instagram,26,7,False,False
S0005203,U001980,2025-08-14,Mobile,Windows,Edge,Organic Search,51,5,False,True
S0005204,U001472,2024-03-02,Desktop,Windows,Firefox,Instagram,6,6,False,True
S0005205,U000743,2025-11-04,Desktop,macOS,Chrome,Facebook,56,5,False,False
S0005206,U000895,2024-09-06,Desktop,Android,Safari,YouTube,5,1,True,False
S0005207,U000303,2024-11-22,Tablet,Windows,Chrome,Facebook,19,12,False,False
S0005208,U001256,2025-10-23,Mobile,macOS,Chrome,Instagram,60,10,False,False
S0005209,U001699,2024-07-27,Tablet,iOS,Firefox,YouTube,46,2,False,False
S0005210,U000782,2025-08-18,Desktop,Android,Chrome,Paid Search,18,2,False,False
S0005211,U000245,2025-02-04,Desktop,iOS,Safari,Email,9,3,False,False
S0005212,U000784,2025-07-11,Mobile,iOS,Firefox,Facebook,27,7,False,False
S0005213,U001475,2024-03-03,Tablet,macOS,Firefox,Direct,59,9,False,False
S0005214,U001336,2025-06-19,Desktop,Windows,Chrome,Instagram,55,7,False,False
S0005215,U001194,2025-03-22,Desktop,iOS,Edge,Direct,27,3,False,False
S0005216,U000888,2025-10-10,Tablet,Windows,Chrome,YouTube,40,11,False,True
S0005217,U000271,2025-01-21,Desktop,Android,Edge,Instagram,3,12,False,False
S0005218,U001193,2024-05-30,Mobile,Android,Safari,Paid Search,47,12,False,False
S0005219,U001783,2024-01-29,Mobile,Android,Safari,Facebook,21,2,False,True
S0005220,U001830,2025-12-04,Tablet,Android,Chrome,Direct,41,11,False,False
S0005221,U001812,2025-07-25,Tablet,macOS,Chrome,Organic Search,1,10,False,False
S0005222,U001277,2024-10-31,Tablet,iOS,Safari,Paid Search,45,12,False,False
S0005223,U001751,2024-05-22,Desktop,macOS,Edge,Email,24,6,False,False
S0005224,U000839,2024-11-01,Desktop,iOS,Safari,Paid Search,37,11,False,False
S0005225,U000564,2024-06-06,Desktop,iOS,Chrome,Instagram,48,5,False,False
S0005226,U001021,2024-03-18,Mobile,iOS,Chrome,Instagram,8,10,False,False
S0005227,U001574,2025-10-18,Mobile,macOS,Safari,Direct,25,1,True,False
S0005228,U001352,2025-05-06,Mobile,Windows,Edge,Paid Search,47,12,False,False
S0005229,U001800,2024-04-11,Desktop,Windows,Edge,Email,24,4,False,True
S0005230,U001550,2024-11-07,Desktop,macOS,Safari,YouTube,1,3,False,False
S0005231,U001107,2024-02-19,Desktop,Windows,Safari,Facebook,36,11,False,False
