Order_ID,User_ID,Session_ID,Product_ID,Order_Date,Quantity,Unit_Price,Discount,Revenue,Cost,Profit,Payment_Method,Shipping_Method,Order_Status
O0000899,U001203,S0007316,P000285,2024-07-10,2,142.13,10,255.83,137.9,117.93,PayPal,Express,Completed
O0000900,U001440,S0002897,P000990,2024-10-29,1,237.86,5,225.97,117.48,108.49,Net Banking,Same Day,Completed
O0000901,U001236,S0005767,P000289,2025-11-07,3,201.01,10,542.73,311.25,231.48,PayPal,Standard,Completed
O0000902,U000793,S0007251,P000431,2025-11-06,2,592.04,0,1184.08,575.24,608.84,UPI,Standard,Completed
O0000903,U001724,S0002671,P000308,2025-12-14,5,224.4,10,1009.8,623.25,386.55,UPI,Standard,Completed
O0000904,U000786,S0007236,P000613,2024-12-04,5,159.01,0,795.05,488.45,306.6,Credit Card,Same Day,Completed
O0000905,U001529,S0000925,P000662,2024-04-01,5,2326.42,15,9887.28,7700.7,2186.58,PayPal,Standard,Completed
O0000906,U000075,S0004953,P000026,2024-07-30,4,1786.99,30,5003.57,4783.08,220.49,Credit Card,Express,Completed
O0000907,U001123,S0000611,P000628,2024-11-08,1,77.03,5,73.18,36.47,36.71,Net Banking,Same Day,Cancelled
O0000908,U000356,S0000679,P000403,2025-03-11,1,583.01,5,553.86,420.6,133.26,Credit Card,Same Day,Completed
O0000909,U000005,S0007099,P000006,2025-04-30,2,62.98,15,107.07,93.92,13.15,UPI,Same Day,Completed
O0000910,U001041,S0004954,P000133,2025-04-18,3,175.22,5,499.38,290.13,209.25,UPI,Express,Completed
O0000911,U000253,S0005779,P000169,2025-07-25,3,42.17,5,120.18,60.87,59.31,UPI,Express,Completed
O0000912,U000575,S0001700,P000893,2024-07-02,3,2081.37,10,5619.7,4229.4,1390.3,Net Banking,Standard,Completed
O0000913,U001611,S0007395,P000251,2025-03-21,2,2307.41,5,4384.08,2802.66,1581.42,Debit Card,Express,Returned
O0000914,U001863,S0002573,P000104,2025-02-23,4,24.15,30,67.62,43.76,23.86,Net Banking,Express,Cancelled
O0000915,U000678,S0009088,P000242,2025-08-27,2,263.45,5,500.55,289.74,210.81,Credit Card,Express,Completed
O0000916,U001009,S0008759,P000229,2025-07-17,2,70.39,5,133.74,69.08,64.66,UPI,Same Day,Returned
O0000917,U000866,S0002376,P000442,2025-10-27,5,193.14,30,675.99,653.55,22.44,Credit Card,Express,Completed
O0000918,U000707,S0000499,P000163,2025-04-16,5,51.64,25,193.65,166.55,27.1,PayPal,Same Day,Completed
O0000919,U001653,S0006478,P000425,2025-03-21,2,32.98,0,65.96,40.98,24.98,Debit Card,Same Day,Completed
O0000920,U000222,S0009636,P000990,2024-03-10,4,237.86,5,903.87,469.92,433.95,Net Banking,Standard,Completed
O0000921,U000068,S0006677,P000370,2025-08-31,1,356.02,15,302.62,164.35,138.27,Credit Card,Same Day,Completed
O0000922,U000285,S0005633,P000558,2025-11-11,1,1701.88,10,1531.69,1104.34,427.35,Net Banking,Same Day,Completed
O0000923,U000999,S0009024,P000869,2025-01-12,3,35.92,0,107.76,48.9,58.86,Net Banking,Express,Cancelled
O0000924,U000917,S0008160,P000783,2025-02-26,2,24.9,15,42.33,33.34,8.99,Debit Card,Express,Completed
O0000925,U001077,S0002885,P000981,2024-05-19,2,18.5,20,29.6,22.8,6.8,UPI,Standard,Returned
O0000926,U001053,S0006431,P000134,2025-09-15,5,146.05,10,657.23,348.7,308.53,Credit Card,Same Day,Completed
O0000927,U000261,S0008173,P000538,2025-03-02,5,60.11,15,255.47,176.6,78.87,Credit Card,Same Day,Completed
O0000928,U001737,S0008309,P000825,2025-10-28,1,50.38,0,50.38,31.33,19.05,Net Banking,Express,Completed
O0000929,U001400,S0007319,P000078,2025-07-13,3,49.71,25,111.85,94.77,17.08,Debit Card,Express,Cancelled
O0000930,U001968,S0000635,P000446,2025-06-15,3,130.34,15,332.37,240.18,92.19,Debit Card,Standard,Cancelled
O0000931,U001594,S0006040,P000018,2024-03-11,2,38.16,5,72.5,41.48,31.02,PayPal,Same Day,Cancelled
O0000932,U000217,S0004708,P000142,2025-08-04,1,184.88,0,184.88,112.26,72.62,Net Banking,Standard,Cancelled
O0000933,U001711,S0008229,P000519,2024-11-29,3,21.29,0,63.87,36.78,27.09,Debit Card,Standard,Completed
O0000934,U001577,S0001064,P000829,2025-02-20,2,133.16,5,253.0,162.12,90.88,Debit Card,Same Day,Completed
O0000935,U001216,S0003709,P000659,2024-05-11,3,86.42,20,207.41,141.69,65.72,Credit Card,Same Day,Completed
O0000936,U001354,S0007880,P000331,2025-04-13,4,150.5,25,451.5,344.32,107.18,Net Banking,Standard,Completed
O0000937,U000143,S0002606,P000070,2025-05-01,2,41.64,25,62.46,56.42,6.04,Credit Card,Same Day,Completed
O0000938,U000616,S0001819,P000250,2025-01-20,4,108.72,20,347.9,197.88,150.02,Net Banking,Same Day,Returned
O0000939,U001296,S0007999,P000214,2024-08-24,4,133.93,15,455.36,391.36,64.0,Credit Card,Standard,Cancelled
O0000940,U000020,S0006685,P000822,2025-12-21,2,275.03,5,522.56,372.46,150.1,UPI,Express,Returned
O0000941,U000125,S0009508,P000980,2025-01-31,3,18.95,30,39.79,39.87,-0.08,PayPal,Standard,Completed
O0000942,U000890,S0001402,P000160,2024-07-06,5,314.19,25,1178.21,1118.35,59.86,Credit Card,Standard,Completed
O0000943,U000805,S0003561,P000836,2025-09-14,3,46.27,30,97.17,89.37,7.8,Net Banking,Express,Returned
O0000944,U001986,S0009402,P000061,2024-05-14,2,508.1,15,863.77,495.76,368.01,UPI,Express,Completed
O0000945,U000728,S0006727,P000687,2024-08-19,4,357.63,20,1144.42,856.72,287.7,Debit Card,Express,Returned
O0000946,U000648,S0002362,P000310,2025-06-04,4,381.49,0,1525.96,821.96,704.0,Debit Card,Standard,Completed
O0000947,U000027,S0001485,P000249,2025-07-24,4,307.96,25,923.88,782.64,141.24,UPI,Standard,Completed
O0000948,U000890,S0003648,P000271,2025-01-30,2,79.92,20,127.87,105.16,22.71,UPI,Express,Completed
O0000949,U001891,S0006782,P000030,2025-03-10,3,154.84,20,371.62,227.28,144.34,Debit Card,Standard,Returned
O0000950,U000510,S0009440,P000793,2025-10-14,5,341.76,10,1537.92,1130.05,407.87,Credit Card,Same Day,Completed
O0000951,U001013,S0006148,P000458,2025-04-09,4,11.27,20,36.06,25.28,10.78,Credit Card,Same Day,Returned
O0000952,U001900,S0001558,P000235,2025-03-08,2,1922.81,30,2691.93,2625.86,66.07,PayPal,Standard,Returned
O0000953,U000264,S0004226,P000653,2025-07-23,1,55.47,5,52.7,25.56,27.14,Credit Card,Express,Returned
O0000954,U000509,S0009544,P000086,2025-07-14,2,2302.77,30,3223.88,2323.24,900.64,PayPal,Express,Completed
O0000955,U001710,S0006408,P000770,2025-06-03,2,219.15,30,306.81,325.36,-18.55,Debit Card,Same Day,Completed
O0000956,U000929,S0005388,P000437,2024-01-23,2,111.36,20,178.18,101.88,76.3,Debit Card,Express,Completed
O0000957,U001706,S0009447,P000851,2024-10-21,5,246.11,10,1107.5,775.05,332.45,Net Banking,Standard,Completed
O0000958,U000535,S0004326,P000314,2025-10-23,2,99.68,15,169.46,121.86,47.6,UPI,Standard,Cancelled
O0000959,U001761,S0006476,P000128,2024-01-02,5,43.71,25,163.91,129.45,34.46,Debit Card,Express,Completed
O0000960,U000109,S0001571,P000433,2024-09-29,1,1495.79,15,1271.42,833.79,437.63,Debit Card,Standard,Completed
O0000961,U000704,S0008368,P000545,2024-10-24,2,658.32,10,1184.98,630.16,554.82,Credit Card,Standard,Returned
O0000962,U000783,S0009490,P000701,2025-04-04,3,38.19,5,108.84,57.18,51.66,UPI,Standard,Completed
O0000963,U001832,S0007015,P000601,2024-11-23,5,319.26,10,1436.67,1132.5,304.17,PayPal,Express,Completed
O0000964,U001052,S0006382,P000545,2025-12-30,4,658.32,10,2369.95,1260.32,1109.63,PayPal,Express,Completed
O0000965,U000686,S0003915,P000492,2024-04-23,1,225.55,25,169.16,161.11,8.05,Credit Card,Express,Completed
O0000966,U001083,S0003984,P000857,2024-08-18,3,187.32,10,505.76,366.21,139.55,Net Banking,Express,Returned
O0000967,U001998,S0005316,P000957,2025-12-27,1,543.35,15,461.85,333.96,127.89,UPI,Standard,Cancelled
O0000968,U001988,S0006353,P000363,2024-05-14,1,2187.2,30,1531.04,1295.8,235.24,Credit Card,Standard,Completed
O0000969,U000378,S0003393,P000333,2024-06-22,1,23.62,5,22.44,13.15,9.29,UPI,Same Day,Completed
O0000970,U000854,S0008153,P000604,2024-08-05,3,767.26,25,1726.33,1422.24,304.09,Debit Card,Same Day,Completed
O0000971,U001544,S0000466,P000878,2024-06-04,2,96.38,25,144.57,143.14,1.43,Debit Card,Same Day,Returned
O0000972,U000821,S0008195,P000977,2024-10-01,4,14.35,20,45.92,36.88,9.04,Credit Card,Express,Completed
O0000973,U001262,S0007440,P000756,2025-03-27,1,52.92,10,47.63,34.94,12.69,UPI,Same Day,Completed
O0000974,U001004,S0009348,P000797,2024-10-09,5,51.34,15,218.2,116.75,101.45,Credit Card,Express,Cancelled
O0000975,U001191,S0006553,P000170,2024-04-02,2,653.6,5,1241.84,656.9,584.94,PayPal,Express,Cancelled
O0000976,U000345,S0001657,P000694,2024-09-10,3,60.71,25,136.6,106.98,29.62,Net Banking,Same Day,Completed
O0000977,U000152,S0001566,P000777,2025-03-01,4,234.28,25,702.84,494.88,207.96,PayPal,Standard,Completed
O0000978,U001053,S0002481,P000413,2024-07-28,3,122.18,10,329.89,214.23,115.66,Debit Card,Same Day,Returned
O0000979,U000073,S0000973,P000630,2024-05-14,5,382.23,25,1433.36,1276.8,156.56,Net Banking,Standard,Completed
O0000980,U001745,S0005751,P000725,2025-10-26,1,42.95,0,42.95,24.43,18.52,Debit Card,Same Day,Completed
O0000981,U000713,S0008225,P000919,2024-01-12,3,14.06,20,33.74,21.69,12.05,Credit Card,Express,Completed
O0000982,U000766,S0007520,P000054,2024-08-02,4,134.95,10,485.82,277.56,208.26,Debit Card,Standard,Completed
O0000983,U001523,S0000589,P000061,2025-08-27,2,508.1,10,914.58,495.76,418.82,Debit Card,Same Day,Completed
O0000984,U000643,S0006085,P000212,2024-02-18,5,468.52,30,1639.82,1543.45,96.37,Credit Card,Standard,Completed
O0000985,U001424,S0004101,P000791,2024-05-25,2,20.71,0,41.42,19.2,22.22,Debit Card,Same Day,Cancelled
O0000986,U001005,S0005425,P000281,2024-09-16,4,197.01,20,630.43,450.36,180.07,PayPal,Standard,Cancelled
O0000987,U000952,S0009893,P000374,2025-01-14,3,258.36,30,542.56,553.26,-10.7,Credit Card,Same Day,Completed
O0000988,U001490,S0004175,P000273,2025-09-22,3,138.25,25,311.06,301.53,9.53,Net Banking,Standard,Returned
O0000989,U001116,S0003324,P000751,2024-12-08,1,74.97,15,63.72,45.48,18.24,Debit Card,Standard,Completed
O0000990,U000682,S0001469,P000993,2025-04-03,4,647.78,25,1943.34,1692.88,250.46,Debit Card,Same Day,Returned
O0000991,U000555,S0007509,P000741,2024-02-22,5,33.31,20,133.24,124.7,8.54,PayPal,Standard,Completed
O0000992,U001671,S0008811,P000483,2025-12-30,3,18.42,5,52.5,25.11,27.39,Credit Card,Same Day,Completed
O0000993,U000434,S0009674,P000430,2025-11-21,4,50.25,30,140.7,137.24,3.46,PayPal,Standard,Completed
O0000994,U001613,S0008740,P000946,2024-11-25,1,654.28,10,588.85,330.86,257.99,Credit Card,Standard,Cancelled
O0000995,U001436,S0007369,P000611,2025-01-16,4,37.09,10,133.52,88.08,45.44,UPI,Same Day,Completed
O0000996,U001038,S0001883,P000451,2024-06-20,5,24.29,20,97.16,83.3,13.86,Credit Card,Same Day,Cancelled
O0000997,U000744,S0008789,P000701,2025-05-10,5,38.19,0,190.95,95.3,95.65,Debit Card,Standard,Completed
O0000998,U000375,S0001377,P000837,2025-03-31,3,478.93,25,1077.59,880.11,197.48,Net Banking,Standard,Completed
O0000999,U001062,S0007076,P000369,2025-02-01,5,127.25,20,509.0,379.0,130.0,Debit Card,Same Day,Completed
O0001000,U000144,S0007676,P000117,2025-08-26,5,32.2,0,161.0,119.85,41.15,Debit Card,Express,Completed
O0001001,U000546,S0006701,P000444,2025-10-02,1,31.89,20,25.51,16.45,9.06,Debit Card,Express,Completed
O0001002,U001890,S0007330,P000735,2025-12-11,4,90.25,25,270.75,202.12,68.63,Credit Card,Standard,Returned
O0001003,U000924,S0007937,P000917,2024-12-27,4,29.93,25,89.79,89.4,0.39,PayPal,Standard,Completed
O0001004,U001339,S0008968,P000547,2024-11-05,3,1382.3,0,4146.9,2263.35,1883.55,Net Banking,Standard,Cancelled
O0001005,U000691,S0000614,P000967,2025-12-18,1,22.22,0,22.22,15.65,6.57,Debit Card,Express,Completed
O0001006,U001628,S0002226,P000483,2025-05-31,1,18.42,20,14.74,8.37,6.37,UPI,Express,Completed
O0001007,U000192,S0006124,P000544,2025-12-30,2,461.4,30,645.96,618.54,27.42,UPI,Standard,Completed
O0001008,U001821,S0009705,P000457,2024-06-13,4,759.74,10,2735.06,1968.72,766.34,PayPal,Standard,Completed
O0001009,U000328,S0002448,P000839,2024-07-29,1,29.03,20,23.22,18.19,5.03,Net Banking,Express,Cancelled
O0001010,U000431,S0002984,P000539,2024-07-07,2,279.95,5,531.9,278.52,253.38,Debit Card,Same Day,Completed
O0001011,U000837,S0004761,P000763,2024-10-23,3,112.92,25,254.07,178.92,75.15,Net Banking,Standard,Completed
O0001012,U001735,S0003833,P000814,2025-02-19,1,58.58,30,41.01,41.27,-0.26,Net Banking,Same Day,Cancelled
O0001013,U001349,S0006168,P000714,2025-11-26,4,776.54,25,2329.62,1558.24,771.38,PayPal,Same Day,Returned
O0001014,U000068,S0007565,P000360,2025-12-21,4,131.29,20,420.13,313.36,106.77,Credit Card,Standard,Completed
O0001015,U000585,S0008845,P000998,2025-03-17,3,2204.73,0,6614.19,4885.56,1728.63,PayPal,Same Day,Completed
O0001016,U000032,S0004346,P000122,2024-10-25,1,1902.31,5,1807.19,1127.83,679.36,PayPal,Express,Completed
O0001017,U001409,S0008976,P000068,2025-03-09,2,170.37,30,238.52,187.72,50.8,Credit Card,Standard,Completed
O0001018,U001725,S0009700,P000887,2024-12-03,4,22.58,30,63.22,46.56,16.66,Credit Card,Standard,Cancelled
O0001019,U000769,S0007415,P000813,2025-06-24,3,138.27,10,373.33,223.02,150.31,Net Banking,Standard,Returned
O0001020,U000778,S0004817,P000842,2024-10-15,2,287.48,20,459.97,326.0,133.97,Net Banking,Same Day,Completed
O0001021,U000127,S0009271,P000452,2025-08-13,5,442.61,20,1770.44,1303.15,467.29,Credit Card,Express,Completed
O0001022,U000952,S0003057,P000668,2024-02-20,1,1995.91,15,1696.52,1188.6,507.92,Debit Card,Same Day,Cancelled
O0001023,U001645,S0009696,P000790,2024-03-27,5,99.85,20,399.4,243.8,155.6,Net Banking,Express,Completed
O0001024,U000318,S0004369,P000177,2025-08-06,1,200.76,15,170.65,138.59,32.06,PayPal,Same Day,Returned
O0001025,U001167,S0005983,P000635,2025-03-23,5,20.81,20,83.24,69.75,13.49,PayPal,Standard,Cancelled
O0001026,U001828,S0006471,P000909,2025-09-20,2,28.37,30,39.72,27.32,12.4,PayPal,Express,Completed
O0001027,U000383,S0008320,P000374,2025-10-22,4,258.36,10,930.1,737.68,192.42,PayPal,Same Day,Completed
O0001028,U000638,S0000410,P000471,2025-10-19,5,70.05,5,332.74,256.2,76.54,Credit Card,Standard,Completed
O0001029,U001921,S0007847,P000198,2024-08-01,2,116.94,25,175.41,130.92,44.49,UPI,Express,Completed
O0001030,U001540,S0006399,P000084,2024-03-19,1,71.29,20,57.03,44.87,12.16,Credit Card,Standard,Cancelled
O0001031,U000666,S0001671,P000033,2024-09-01,4,378.94,25,1136.82,752.76,384.06,PayPal,Same Day,Completed
O0001032,U001861,S0007026,P000489,2024-03-03,5,118.99,30,416.46,427.35,-10.89,Credit Card,Standard,Cancelled
O0001033,U000161,S0001790,P000938,2024-10-20,3,731.77,0,2195.31,1463.55,731.76,Net Banking,Same Day,Cancelled
O0001034,U001637,S0003410,P000438,2024-11-29,2,56.2,20,89.92,67.9,22.02,PayPal,Same Day,Completed
O0001035,U000162,S0003168,P000867,2025-07-28,3,223.22,25,502.25,475.05,27.2,PayPal,Standard,Cancelled
O0001036,U000894,S0007038,P000420,2025-10-30,1,142.77,10,128.49,82.78,45.71,PayPal,Same Day,Completed
O0001037,U000592,S0000978,P000759,2025-02-11,4,279.42,0,1117.68,614.52,503.16,Net Banking,Express,Cancelled
O0001038,U001556,S0008798,P000832,2024-03-17,1,712.91,20,570.33,366.92,203.41,PayPal,Same Day,Returned
O0001039,U001811,S0008408,P000118,2024-03-23,3,2086.85,25,4695.41,2989.44,1705.97,PayPal,Same Day,Returned
O0001040,U001685,S0009531,P000250,2025-08-31,4,108.72,5,413.14,197.88,215.26,Credit Card,Standard,Cancelled
O0001041,U000458,S0005863,P000246,2025-12-12,2,138.11,20,220.98,171.52,49.46,PayPal,Same Day,Completed
O0001042,U000746,S0005456,P000206,2024-09-01,4,137.26,15,466.68,315.08,151.6,Credit Card,Express,Cancelled
O0001043,U001539,S0001724,P000672,2025-12-01,1,14.54,20,11.63,9.56,2.07,UPI,Same Day,Completed
O0001044,U001601,S0005691,P000298,2024-03-08,2,1788.63,10,3219.53,2522.08,697.45,Credit Card,Standard,Completed
O0001045,U001133,S0002379,P000732,2025-04-02,5,889.21,25,3334.54,2502.7,831.84,Net Banking,Standard,Completed
O0001046,U001396,S0006986,P000348,2024-03-03,4,308.27,5,1171.43,903.32,268.11,Debit Card,Standard,Returned
O0001047,U000058,S0009108,P000422,2025-04-23,4,65.7,5,249.66,145.28,104.38,Credit Card,Express,Cancelled
O0001048,U000341,S0008143,P000267,2025-10-04,4,675.67,0,2702.68,1524.24,1178.44,Debit Card,Express,Completed
O0001049,U001356,S0002095,P000230,2025-12-12,3,12.17,30,25.56,27.0,-1.44,PayPal,Express,Completed
O0001050,U000891,S0006999,P000322,2025-12-08,2,138.22,0,276.44,150.94,125.5,Debit Card,Same Day,Completed
O0001051,U001418,S0003811,P000872,2025-09-20,1,243.49,20,194.79,180.45,14.34,Debit Card,Standard,Cancelled
O0001052,U000546,S0003037,P000320,2025-05-11,5,27.12,25,101.7,71.4,30.3,Debit Card,Standard,Completed
O0001053,U001684,S0007481,P000360,2025-06-23,1,131.29,15,111.6,78.34,33.26,Net Banking,Same Day,Completed
O0001054,U001596,S0003600,P000851,2024-09-26,2,246.11,5,467.61,310.02,157.59,PayPal,Express,Completed
O0001055,U001150,S0008293,P000811,2025-11-24,5,1361.16,20,5444.64,4429.55,1015.09,PayPal,Express,Completed
O0001056,U001086,S0000733,P000213,2024-07-20,3,52.85,15,134.77,73.83,60.94,Debit Card,Express,Cancelled
O0001057,U000136,S0001820,P000316,2025-01-02,3,464.58,10,1254.37,675.69,578.68,UPI,Same Day,Completed
O0001058,U001837,S0000419,P000174,2024-08-09,3,79.65,20,191.16,173.79,17.37,Debit Card,Standard,Returned
O0001059,U001092,S0009499,P000052,2024-07-27,3,130.61,5,372.24,229.23,143.01,Net Banking,Express,Cancelled
O0001060,U000541,S0006906,P000803,2025-02-21,4,48.23,0,192.92,118.84,74.08,PayPal,Express,Completed
O0001061,U001053,S0002481,P000341,2024-07-28,1,119.4,10,107.46,66.05,41.41,Debit Card,Standard,Cancelled
O0001062,U000928,S0003506,P000166,2025-12-05,3,24.6,5,70.11,44.61,25.5,Net Banking,Same Day,Completed
O0001063,U001220,S0004684,P000975,2024-05-09,2,44.3,0,88.6,43.02,45.58,Net Banking,Express,Completed
O0001064,U000966,S0008892,P000245,2024-07-28,3,109.34,30,229.61,202.95,26.66,UPI,Express,Completed
O0001065,U000763,S0002501,P000912,2024-08-27,3,31.99,25,71.98,45.57,26.41,Credit Card,Same Day,Completed
O0001066,U000845,S0005559,P000248,2025-07-17,4,1946.2,15,6617.08,4466.28,2150.8,Debit Card,Express,Completed
O0001067,U001197,S0007204,P000694,2025-04-23,1,60.71,20,48.57,35.66,12.91,UPI,Same Day,Completed
O0001068,U000484,S0008887,P000326,2025-11-20,4,440.11,20,1408.35,1128.04,280.31,Net Banking,Standard,Cancelled
O0001069,U000894,S0004997,P000382,2025-09-20,5,22.4,20,89.6,72.45,17.15,Credit Card,Express,Completed
O0001070,U000983,S0007633,P000394,2025-09-26,5,33.77,15,143.52,105.8,37.72,Credit Card,Express,Completed
O0001071,U000573,S0001636,P000960,2025-08-21,4,86.0,25,258.0,226.2,31.8,UPI,Standard,Completed
O0001072,U001974,S0001884,P000206,2024-05-07,1,137.26,30,96.08,78.77,17.31,Debit Card,Same Day,Completed
O0001073,U001582,S0002802,P000708,2024-10-30,2,182.86,30,256.0,180.6,75.4,Debit Card,Standard,Completed
O0001074,U001124,S0007823,P000747,2024-06-06,5,120.2,30,420.7,314.75,105.95,UPI,Same Day,Completed
O0001075,U001363,S0004170,P000588,2024-10-29,1,47.85,30,33.49,35.59,-2.1,Debit Card,Same Day,Completed
O0001076,U001806,S0002694,P000985,2025-01-13,5,59.67,30,208.84,210.9,-2.06,Debit Card,Standard,Completed
O0001077,U000066,S0003940,P000568,2024-03-31,3,42.31,5,120.58,94.65,25.93,Credit Card,Standard,Completed
O0001078,U000255,S0003535,P000194,2025-06-28,4,31.38,15,106.69,61.8,44.89,Credit Card,Express,Completed
O0001079,U001805,S0005882,P000752,2024-10-25,1,195.57,0,195.57,106.39,89.18,PayPal,Express,Completed
O0001080,U001561,S0008328,P000842,2024-12-10,3,287.48,10,776.2,489.0,287.2,PayPal,Express,Cancelled
O0001081,U001469,S0008659,P000427,2025-12-23,4,168.72,5,641.14,456.28,184.86,UPI,Express,Completed
O0001082,U000473,S0006122,P000581,2024-11-24,4,344.37,20,1101.98,747.76,354.22,Credit Card,Same Day,Completed
O0001083,U000883,S0006220,P000810,2024-05-17,2,14.28,5,27.13,14.78,12.35,Net Banking,Same Day,Completed
O0001084,U000241,S0004916,P000655,2025-01-29,2,1102.94,25,1654.41,1132.72,521.69,Debit Card,Standard,Completed
O0001085,U001757,S0008483,P000285,2025-12-18,1,142.13,30,99.49,68.95,30.54,Credit Card,Standard,Completed
O0001086,U000081,S0002702,P000791,2024-01-06,1,20.71,25,15.53,9.6,5.93,Debit Card,Express,Completed
O0001087,U001743,S0008425,P000987,2025-12-11,2,69.55,30,97.37,91.58,5.79,Debit Card,Express,Returned
O0001088,U001414,S0005416,P000377,2025-06-21,4,43.82,15,148.99,93.88,55.11,UPI,Express,Completed
O0001089,U000732,S0004444,P000383,2025-04-28,4,65.41,5,248.56,180.72,67.84,Credit Card,Standard,Completed
O0001090,U001179,S0002074,P000434,2024-10-10,3,341.51,0,1024.53,626.1,398.43,PayPal,Same Day,Cancelled
O0001091,U000466,S0005156,P000665,2024-01-01,5,32.14,0,160.7,109.0,51.7,Debit Card,Same Day,Completed
O0001092,U001422,S0006165,P000178,2024-07-10,4,196.84,25,590.52,440.84,149.68,Credit Card,Standard,Completed
O0001093,U001135,S0007423,P000801,2025-11-20,2,45.08,20,72.13,67.06,5.07,Debit Card,Express,Completed
O0001094,U000553,S0004517,P000605,2025-12-10,2,22.73,30,31.82,23.8,8.02,PayPal,Express,Cancelled
O0001095,U000801,S0001536,P000776,2024-09-21,2,59.72,10,107.5,81.12,26.38,UPI,Express,Returned
O0001096,U001222,S0009337,P000201,2025-03-15,2,29.19,5,55.46,32.1,23.36,Debit Card,Express,Returned
O0001097,U000390,S0000216,P000760,2025-05-09,1,291.21,25,218.41,183.65,34.76,Credit Card,Express,Completed
O0001098,U001805,S0002216,P000854,2025-12-04,5,74.78,30,261.73,273.25,-11.52,Debit Card,Standard,Cancelled
O0001099,U000710,S0000063,P000104,2024-05-15,1,24.15,25,18.11,10.94,7.17,UPI,Express,Returned
O0001100,U001825,S0005063,P000528,2025-08-29,4,100.66,10,362.38,268.68,93.7,Net Banking,Express,Completed
O0001101,U001509,S0008846,P000062,2024-11-09,2,155.41,25,233.12,229.74,3.38,Net Banking,Same Day,Completed
O0001102,U000248,S0008499,P000803,2024-08-22,2,48.23,10,86.81,59.42,27.39,Net Banking,Same Day,Returned
O0001103,U000972,S0007599,P000364,2024-01-22,5,272.13,30,952.46,939.05,13.41,Net Banking,Express,Completed
O0001104,U000236,S0006591,P000440,2025-10-12,4,112.88,25,338.64,215.04,123.6,UPI,Express,Completed
O0001105,U001227,S0007189,P000410,2024-08-29,1,40.15,5,38.14,23.28,14.86,UPI,Standard,Completed
O0001106,U000119,S0007106,P000497,2024-04-19,1,37.71,0,37.71,28.05,9.66,UPI,Standard,Completed
O0001107,U001694,S0000681,P000067,2025-08-01,2,74.41,30,104.17,105.0,-0.83,Credit Card,Same Day,Completed
O0001108,U001656,S0003846,P000448,2025-06-20,4,604.57,30,1692.8,1806.52,-113.72,UPI,Same Day,Completed
O0001109,U000121,S0001230,P000764,2024-04-08,2,214.94,25,322.41,242.1,80.31,UPI,Same Day,Returned
O0001110,U000782,S0001829,P000810,2025-04-29,2,14.28,15,24.28,14.78,9.5,PayPal,Same Day,Completed
O0001111,U000210,S0009072,P000879,2024-03-13,4,68.57,20,219.42,143.68,75.74,PayPal,Standard,Cancelled
O0001112,U001061,S0003609,P000414,2025-08-14,3,135.45,0,406.35,250.77,155.58,Net Banking,Express,Completed
O0001113,U000130,S0005392,P000390,2025-04-20,5,715.88,5,3400.43,2670.2,730.23,Net Banking,Express,Completed
O0001114,U001601,S0009434,P000806,2025-11-20,4,768.45,25,2305.35,2151.44,153.91,UPI,Same Day,Cancelled
O0001115,U000836,S0002629,P000644,2024-02-17,1,749.9,15,637.41,481.16,156.25,Net Banking,Standard,Completed
O0001116,U000369,S0004277,P000029,2025-04-05,3,48.42,5,138.0,67.11,70.89,Debit Card,Same Day,Completed
O0001117,U001973,S0002381,P000554,2024-04-19,3,553.01,0,1659.03,824.19,834.84,Debit Card,Standard,Completed
O0001118,U001791,S0005873,P000859,2025-03-06,2,51.08,25,76.62,66.84,9.78,UPI,Standard,Completed
O0001119,U000556,S0004181,P000052,2024-05-23,4,130.61,0,522.44,305.64,216.8,Credit Card,Standard,Returned
O0001120,U001170,S0009377,P000317,2024-12-22,2,565.68,30,791.95,564.72,227.23,Credit Card,Same Day,Returned
O0001121,U001331,S0001253,P000069,2024-07-20,3,77.12,30,161.95,145.5,16.45,Net Banking,Standard,Returned
O0001122,U000573,S0001800,P000949,2025-07-28,4,1377.49,5,5234.46,2491.48,2742.98,Credit Card,Standard,Completed
O0001123,U000353,S0008304,P000306,2025-05-18,2,19.58,30,27.41,24.24,3.17,UPI,Express,Completed
O0001124,U000323,S0005334,P000329,2025-01-15,5,460.74,30,1612.59,1337.3,275.29,Debit Card,Standard,Returned
O0001125,U001866,S0006509,P000712,2025-10-18,4,62.29,25,186.87,149.76,37.11,Net Banking,Same Day,Completed
O0001126,U001345,S0007550,P000821,2025-03-05,3,12.38,10,33.43,22.71,10.72,Credit Card,Standard,Cancelled
O0001127,U000584,S0003212,P000240,2025-06-26,3,465.12,15,1186.06,729.57,456.49,UPI,Standard,Completed
O0001128,U001430,S0006016,P000619,2024-03-28,4,303.88,5,1154.74,769.96,384.78,Debit Card,Same Day,Returned
O0001129,U000890,S0001402,P000046,2024-07-06,5,232.05,20,928.2,724.0,204.2,UPI,Express,Completed
O0001130,U001275,S0003514,P000584,2024-07-10,1,66.51,30,46.56,34.07,12.49,Net Banking,Express,Completed
O0001131,U001893,S0001382,P000011,2024-12-03,2,149.63,20,239.41,147.08,92.33,Debit Card,Same Day,Completed
O0001132,U001849,S0004342,P000604,2025-08-08,5,767.26,5,3644.49,2370.4,1274.09,PayPal,Express,Completed
